Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
MULTI_AGENT_EINO,plugins\api_security\MULTI_AGENT_EINO,No,No,No,No,No
nikto_tool,plugins\api_security\nikto_tool,No,No,No,No,No
nmap-irc,plugins\api_security\nmap-irc,No,No,No,No,No
notifications,plugins\api_security\notifications,No,No,No,No,No
no_nested_task,plugins\api_security\no_nested_task,No,No,No,No,No
ollama_api,plugins\api_security\ollama_api,No,No,No,No,No
openai,plugins\api_security\openai,No,Yes,No,Yes,No
openapi,plugins\api_security\openapi,No,Yes,No,Yes,No
openapi-discovery-agent,plugins\api_security\openapi-discovery-agent,No,No,No,No,No
openapi_i18n,plugins\api_security\openapi_i18n,No,No,No,No,No
openapi_parser,plugins\api_security\openapi_parser,No,No,No,No,No
open_ai,plugins\api_security\open_ai,No,No,No,No,No
oracle-patator,plugins\api_security\oracle-patator,No,No,No,No,No
orchestrator-plan-execute,plugins\api_security\orchestrator-plan-execute,No,No,No,No,No
orchestrator-supervisor,plugins\api_security\orchestrator-supervisor,No,No,No,No,No
orphan_tool_pruner_middleware,plugins\api_security\orphan_tool_pruner_middleware,No,No,No,No,No
osrframework,plugins\api_security\osrframework,No,No,No,No,No
package_1,plugins\api_security\package_1,No,No,No,No,No
package_5,plugins\api_security\package_5,No,No,No,No,No
parameter_mapper,plugins\api_security\parameter_mapper,No,No,No,No,No
password_reset_weak,plugins\api_security\password_reset_weak,No,No,No,No,No
path_traversal,plugins\api_security\path_traversal,No,No,No,No,No
penetration,plugins\api_security\penetration,No,No,No,No,No
pentest-ai,plugins\api_security\pentest-ai,No,No,No,No,No
pentest_agent,plugins\api_security\pentest_agent,No,No,No,No,No
pentest_gpt,plugins\api_security\pentest_gpt,No,No,No,No,No
pentest_gpt_rebuilt,plugins\api_security\pentest_gpt_rebuilt,No,No,No,No,No
pent_claude_agent_config,plugins\api_security\pent_claude_agent_config,No,No,No,No,No
perplexity,plugins\api_security\perplexity,No,No,No,No,No
persistencetest,plugins\api_security\persistencetest,No,No,No,No,No
playwright-config-writer,plugins\api_security\playwright-config-writer,No,No,No,No,No
plugin_loader_1,plugins\api_security\plugin_loader_1,No,No,No,No,No
poc_agent,plugins\api_security\poc_agent,No,No,No,No,No
pom,plugins\api_security\pom,No,No,No,No,No
postman_parser,plugins\api_security\postman_parser,No,No,No,No,No
pre-recon-code_2,plugins\api_security\pre-recon-code_2,No,No,No,No,No
privilege_escalation_patch,plugins\api_security\privilege_escalation_patch,No,No,No,No,No
project_manager,plugins\api_security\project_manager,No,No,No,No,No
prototype_pollution,plugins\api_security\prototype_pollution,No,No,No,No,No
pyproject,plugins\api_security\pyproject,No,No,No,No,No
quake_search,plugins\api_security\quake_search,No,No,No,No,No
queue,plugins\api_security\queue,No,No,No,No,No
race_condition,plugins\api_security\race_condition,No,No,No,No,No
reactive-verifier,plugins\api_security\reactive-verifier,No,No,No,No,No
READMEzh-CN,plugins\api_security\READMEzh-CN,No,No,No,No,No
README_10,plugins\api_security\README_10,No,No,No,No,No
README_11,plugins\api_security\README_11,No,No,No,No,No
README_13,plugins\api_security\README_13,No,No,No,No,No
README_15,plugins\api_security\README_15,No,No,No,No,No
README_32,plugins\api_security\README_32,No,No,No,No,No
README_33,plugins\api_security\README_33,No,No,No,No,No
README_38,plugins\api_security\README_38,No,No,No,No,No
README_50,plugins\api_security\README_50,No,No,No,No,No
README_54,plugins\api_security\README_54,No,No,No,No,No
README_55,plugins\api_security\README_55,No,No,No,No,No
README_CN_3,plugins\api_security\README_CN_3,No,No,No,No,No
recon,plugins\api_security\recon,No,Yes,No,No,No
reconx_engine,plugins\api_security\reconx_engine,No,No,No,No,No
REFERENCE,plugins\api_security\REFERENCE,No,No,No,No,No
reflected_xss,plugins\api_security\reflected_xss,No,No,No,No,No
registry,plugins\api_security\registry,No,Yes,No,Yes,No
release-pypi,plugins\api_security\release-pypi,No,No,No,No,No
replay,plugins\api_security\replay,No,No,No,No,No
report-snippet,plugins\api_security\report-snippet,No,No,No,No,No
report_18,plugins\api_security\report_18,No,No,No,No,No
report_injector,plugins\api_security\report_injector,No,No,No,No,No
report_injector_1,plugins\api_security\report_injector_1,No,No,No,No,No
requirements_6,plugins\api_security\requirements_6,No,No,No,No,No
reset_juice_shop,plugins\api_security\reset_juice_shop,No,No,No,No,No
retrieval_postprocess,plugins\api_security\retrieval_postprocess,No,No,No,No,No
retry,plugins\api_security\retry,No,No,No,No,No
review,plugins\api_security\review,No,No,No,No,No
robot,plugins\api_security\robot,No,No,No,No,No
robot_en,plugins\api_security\robot_en,No,No,No,No,No
roles,plugins\api_security\roles,No,No,No,No,No
route_correlator,plugins\api_security\route_correlator,No,No,No,No,No
RunCommand,plugins\api_security\RunCommand,No,No,No,No,No
runner,plugins\api_security\runner,No,No,No,No,No
saml_xsw,plugins\api_security\saml_xsw,No,No,No,No,No
sandbox,plugins\api_security\sandbox,No,No,No,No,No
sanitize,plugins\api_security\sanitize,No,No,No,No,No
schedulertest,plugins\api_security\schedulertest,No,No,No,No,No
scheduler_2,plugins\api_security\scheduler_2,No,No,No,No,No
schema-gen-agent,plugins\api_security\schema-gen-agent,No,No,No,No,No
scope,plugins\api_security\scope,No,Yes,No,Yes,No
search,plugins\api_security\search,No,No,No,No,No
SecurityHeaderAnalyzertest,plugins\api_security\SecurityHeaderAnalyzertest,No,No,No,No,No
server,plugins\api_security\server,No,Yes,No,Yes,No
service,plugins\api_security\service,No,No,No,No,No
services_commands,plugins\api_security\services_commands,No,No,No,No,No
service_intelligence_view,plugins\api_security\service_intelligence_view,No,No,No,No,No
settings,plugins\api_security\settings,No,No,No,No,No
shared,plugins\api_security\shared,No,No,No,No,No
sherlock,plugins\api_security\sherlock,No,No,No,No,No
shodan_api,plugins\api_security\shodan_api,No,No,No,No,No
shodan_apicpython-313,plugins\api_security\shodan_apicpython-313,No,No,No,No,No
shodan_search,plugins\api_security\shodan_search,No,No,No,No,No
sitemap-agent,plugins\api_security\sitemap-agent,No,No,No,No,No
SKILL,plugins\api_security\SKILL,No,No,No,No,No
skills,plugins\api_security\skills,No,No,No,No,No
SKILL_11,plugins\api_security\SKILL_11,No,No,No,No,No
SKILL_13,plugins\api_security\SKILL_13,No,No,No,No,No
SKILL_3,plugins\api_security\SKILL_3,No,No,No,No,No
SKILL_7,plugins\api_security\SKILL_7,No,No,No,No,No
SKILL_9,plugins\api_security\SKILL_9,No,No,No,No,No
source-gen-agent,plugins\api_security\source-gen-agent,No,No,No,No,No
ssti_polyglot,plugins\api_security\ssti_polyglot,No,No,No,No,No
status,plugins\api_security\status,No,No,No,No,No
stored_xss,plugins\api_security\stored_xss,No,No,No,No,No
style,plugins\api_security\style,No,No,No,No,No
sub_agent_context,plugins\api_security\sub_agent_context,No,No,No,No,No
sub_agent_context_test,plugins\api_security\sub_agent_context_test,No,No,No,No,No
SUMMARY,plugins\api_security\SUMMARY,No,No,No,No,No
swagger_2,plugins\api_security\swagger_2,No,No,No,No,No
swagger_parser,plugins\api_security\swagger_parser,No,No,No,No,No
tasks,plugins\api_security\tasks,No,No,No,No,No
telemetry,plugins\api_security\telemetry,No,No,No,No,No
terminal,plugins\api_security\terminal,No,No,No,No,No
test-cortex-integration,plugins\api_security\test-cortex-integration,No,No,No,No,No
test-gen-agent,plugins\api_security\test-gen-agent,No,No,No,No,No
testLogin,plugins\api_security\testLogin,No,No,No,No,No
test_agent_loop,plugins\api_security\test_agent_loop,No,No,No,No,No
test_agent_mode_cli,plugins\api_security\test_agent_mode_cli,No,No,No,No,No
test_anthropic_agent,plugins\api_security\test_anthropic_agent,No,No,No,No,No
test_auth_profiles,plugins\api_security\test_auth_profiles,No,No,No,No,No
test_auth_profile_cli,plugins\api_security\test_auth_profile_cli,No,No,No,No,No
test_auth_runner,plugins\api_security\test_auth_runner,No,No,No,No,No
test_benchmarks_scoring_common,plugins\api_security\test_benchmarks_scoring_common,No,No,No,No,No
test_browser_agent,plugins\api_security\test_browser_agent,No,No,No,No,No
test_chain,plugins\api_security\test_chain,No,No,No,No,No
test_chain_quality,plugins\api_security\test_chain_quality,No,No,No,No,No
test_config,plugins\api_security\test_config,No,No,No,No,No
test_connection,plugins\api_security\test_connection,No,No,No,No,No
test_handler_web_probes,plugins\api_security\test_handler_web_probes,No,No,No,No,No
test_langfuse_1,plugins\api_security\test_langfuse_1,No,No,No,No,No
test_legacy_probe_migration,plugins\api_security\test_legacy_probe_migration,No,No,No,No,No
test_llm,plugins\api_security\test_llm,No,No,No,No,No
test_llm_e2e_smoke,plugins\api_security\test_llm_e2e_smoke,No,No,No,No,No
test_mcp_action_surface,plugins\api_security\test_mcp_action_surface,No,No,No,No,No
test_new_high_roi_probes,plugins\api_security\test_new_high_roi_probes,No,No,No,No,No
test_probe_cors_reflection,plugins\api_security\test_probe_cors_reflection,No,No,No,No,No
test_probe_coupon_forging,plugins\api_security\test_probe_coupon_forging,No,No,No,No,No
test_probe_cve_poc,plugins\api_security\test_probe_cve_poc,No,No,No,No,No
test_probe_deserialization,plugins\api_security\test_probe_deserialization,No,No,No,No,No
test_probe_dom_xss,plugins\api_security\test_probe_dom_xss,No,No,No,No,No
test_probe_file_upload_validation,plugins\api_security\test_probe_file_upload_validation,No,No,No,No,No
test_probe_forced_error,plugins\api_security\test_probe_forced_error,No,No,No,No,No
test_probe_graphql_introspection,plugins\api_security\test_probe_graphql_introspection,No,No,No,No,No
test_probe_hidden_discovery,plugins\api_security\test_probe_hidden_discovery,No,No,No,No,No
test_probe_host_header_reset_poisoning,plugins\api_security\test_probe_host_header_reset_poisoning,No,No,No,No,No
test_probe_idor_authenticated,plugins\api_security\test_probe_idor_authenticated,No,No,No,No,No
test_probe_idor_authz_differential,plugins\api_security\test_probe_idor_authz_differential,No,No,No,No,No
test_probe_idor_sequential,plugins\api_security\test_probe_idor_sequential,No,No,No,No,No
test_probe_ldap_injection,plugins\api_security\test_probe_ldap_injection,No,No,No,No,No
test_probe_mass_assignment,plugins\api_security\test_probe_mass_assignment,No,No,No,No,No
test_probe_path_traversal,plugins\api_security\test_probe_path_traversal,No,No,No,No,No
test_probe_primitives,plugins\api_security\test_probe_primitives,No,No,No,No,No
test_probe_prototype_pollution,plugins\api_security\test_probe_prototype_pollution,No,No,No,No,No
test_probe_race_condition,plugins\api_security\test_probe_race_condition,No,No,No,No,No
test_probe_reflected_xss,plugins\api_security\test_probe_reflected_xss,No,No,No,No,No
test_probe_registry,plugins\api_security\test_probe_registry,No,No,No,No,No
test_probe_ssti_stored,plugins\api_security\test_probe_ssti_stored,No,No,No,No,No
test_probe_stored_xss,plugins\api_security\test_probe_stored_xss,No,No,No,No,No
test_probe_web3,plugins\api_security\test_probe_web3,No,No,No,No,No
test_probe_web_cache_deception,plugins\api_security\test_probe_web_cache_deception,No,No,No,No,No
test_probe_xxe_upload,plugins\api_security\test_probe_xxe_upload,No,No,No,No,No
test_providers,plugins\api_security\test_providers,No,No,No,No,No
test_registry_bridge,plugins\api_security\test_registry_bridge,No,No,No,No,No
test_scope,plugins\api_security\test_scope,No,No,No,No,No
test_spa_probes,plugins\api_security\test_spa_probes,No,No,No,No,No
test_specialist_agents_coverage,plugins\api_security\test_specialist_agents_coverage,No,No,No,No,No
test_stage1,plugins\api_security\test_stage1,No,No,No,No,No
test_tracing_and_telemetry,plugins\api_security\test_tracing_and_telemetry,No,No,No,No,No
test_working_memory,plugins\api_security\test_working_memory,No,No,No,No,No
tracing,plugins\api_security\tracing,No,No,No,No,No
traffic_parser,plugins\api_security\traffic_parser,No,No,No,No,No
train-filternet,plugins\api_security\train-filternet,No,No,No,No,No
train-simple,plugins\api_security\train-simple,No,No,No,No,No
TROUBLESHOOTING,plugins\api_security\TROUBLESHOOTING,No,No,No,No,No
truncate,plugins\api_security\truncate,No,No,No,No,No
trusted_header_bypass,plugins\api_security\trusted_header_bypass,No,No,No,No,No
types,plugins\api_security\types,No,No,No,No,No
unauthed-decision-log,plugins\api_security\unauthed-decision-log,No,No,No,No,No
upgrade,plugins\api_security\upgrade,No,No,No,No,No
urlscan,plugins\api_security\urlscan,No,No,No,No,No
utils_2,plugins\api_security\utils_2,No,No,No,No,No
validate-authentication,plugins\api_security\validate-authentication,No,No,No,No,No
vuln-auth_3,plugins\api_security\vuln-auth_3,No,No,No,No,No
vuln-ssrf_3,plugins\api_security\vuln-ssrf_3,No,No,No,No,No
vulnerability,plugins\api_security\vulnerability,No,No,No,No,No
wayback,plugins\api_security\wayback,No,No,No,No,No
waybackurls,plugins\api_security\waybackurls,No,No,No,No,No
web3_probe,plugins\api_security\web3_probe,No,No,No,No,No
webshell,plugins\api_security\webshell,No,Yes,No,Yes,No
web_intelligence_view,plugins\api_security\web_intelligence_view,No,No,No,No,No
web_parser,plugins\api_security\web_parser,No,No,No,No,No
web_probes,plugins\api_security\web_probes,No,No,No,No,No
wechat-robot,plugins\api_security\wechat-robot,No,No,No,No,No
wechat_robot,plugins\api_security\wechat_robot,No,No,No,No,No
wordlist,plugins\api_security\wordlist,No,No,No,No,No
workflow-errors,plugins\api_security\workflow-errors,No,No,No,No,No
workflows,plugins\api_security\workflows,No,No,No,No,No
workflow_engine_1,plugins\api_security\workflow_engine_1,No,No,No,No,No
wpscan,plugins\api_security\wpscan,No,No,No,No,No
writer,plugins\api_security\writer,No,No,No,No,No
xxe_upload,plugins\api_security\xxe_upload,No,No,No,No,No
zap,plugins\api_security\zap,No,No,No,No,No
__init___112,plugins\api_security\__init___112,No,No,No,No,No
__init___115,plugins\api_security\__init___115,No,No,No,No,No
__init___116,plugins\api_security\__init___116,No,No,No,No,No
__init___142,plugins\api_security\__init___142,No,No,No,No,No
__init___146,plugins\api_security\__init___146,No,No,No,No,No
__init___153,plugins\api_security\__init___153,No,No,No,No,No
__init___203,plugins\api_security\__init___203,No,No,No,No,No
__init___22,plugins\api_security\__init___22,No,No,No,No,No
__init___34,plugins\api_security\__init___34,No,No,No,No,No
__init___64,plugins\api_security\__init___64,No,No,No,No,No
builtin-tools,plugins\burp\mcp_integrations\builtin-tools,No,No,No,No,No
constants,plugins\burp\mcp_integrations\constants,No,No,No,No,No
CyberStrikeAIClientStreamListener,plugins\burp\mcp_integrations\CyberStrikeAIClientStreamListener,No,No,No,No,No
CyberStrikeAITab1,plugins\burp\mcp_integrations\CyberStrikeAITab1,No,No,No,No,No
CyberStrikeAITabDotIcon,plugins\burp\mcp_integrations\CyberStrikeAITabDotIcon,No,No,No,No,No
headers_inject,plugins\burp\mcp_integrations\headers_inject,No,No,No,No,No
hexstrike-ai-mcp,plugins\burp\mcp_integrations\hexstrike-ai-mcp,No,No,No,No,No
main,plugins\burp\mcp_integrations\main,No,Yes,No,Yes,No
mcp,plugins\burp\mcp_integrations\mcp,No,No,No,No,No
mcp_tools_test,plugins\burp\mcp_integrations\mcp_tools_test,No,No,No,No,No
monitor_1,plugins\burp\mcp_integrations\monitor_1,No,No,No,No,No
options,plugins\burp\mcp_integrations\options,No,No,No,No,No
README_6,plugins\burp\mcp_integrations\README_6,No,No,No,No,No
SimpleJson,plugins\burp\mcp_integrations\SimpleJson,No,No,No,No,No
sse_keepalive,plugins\burp\mcp_integrations\sse_keepalive,No,No,No,No,No
SslTrustAll1,plugins\burp\mcp_integrations\SslTrustAll1,No,No,No,No,No
SslTrustAllTimeoutSslSocketFactory,plugins\burp\mcp_integrations\SslTrustAllTimeoutSslSocketFactory,No,No,No,No,No
test_file_transfer,plugins\burp\mcp_integrations\test_file_transfer,No,No,No,No,No
test_handlers_misc,plugins\burp\mcp_integrations\test_handlers_misc,No,No,No,No,No
__init___38,plugins\burp\mcp_integrations\__init___38,No,No,No,No,No
__init___55,plugins\burp\mcp_integrations\__init___55,No,No,No,No,No
__main__,plugins\burp\mcp_integrations\__main__,No,No,No,No,No
404StarLinkLogo,plugins\cloud\404StarLinkLogo,No,Yes,No,No,No
agent-management,plugins\cloud\agent-management,No,Yes,No,No,No
agents-for,plugins\cloud\agents-for,No,Yes,No,No,No
ai_analysis,plugins\cloud\ai_analysis,No,Yes,No,No,No
alterations,plugins\cloud\alterations,No,Yes,No,Yes,No
announcements,plugins\cloud\announcements,No,Yes,No,No,No
AUP,plugins\cloud\AUP,No,Yes,No,No,No
auth_profiles,plugins\cloud\auth_profiles,No,Yes,No,Yes,No
aws,plugins\cloud\aws,No,Yes,No,No,No
aws_recon,plugins\cloud\aws_recon,No,Yes,No,Yes,No
aws_sm,plugins\cloud\aws_sm,No,Yes,No,Yes,No
azure,plugins\cloud\azure,No,Yes,No,No,No
azure_recon,plugins\cloud\azure_recon,No,Yes,No,Yes,No
banner_2,plugins\cloud\banner_2,No,Yes,No,No,No
benchmark_runner,plugins\cloud\benchmark_runner,No,Yes,No,Yes,No
bizlogic-hunter,plugins\cloud\bizlogic-hunter,No,Yes,No,No,No
bucket_correlator,plugins\cloud\bucket_correlator,No,Yes,No,Yes,No
bug_report,plugins\cloud\bug_report,No,Yes,No,No,No
ccr-config-template,plugins\cloud\ccr-config-template,No,Yes,No,No,No
chat,plugins\cloud\chat,No,Yes,No,Yes,No
chatgpt_config_curl,plugins\cloud\chatgpt_config_curl,No,Yes,No,No,No
ChatGPT_key,plugins\cloud\ChatGPT_key,No,Yes,No,No,No
checkov,plugins\cloud\checkov,No,Yes,No,No,No
ci_1,plugins\cloud\ci_1,No,Yes,No,No,No
ci_cd_cloud,plugins\cloud\ci_cd_cloud,No,Yes,No,No,No
ci_cd_cloud_mapper,plugins\cloud\ci_cd_cloud_mapper,No,Yes,No,Yes,No
claude-executor,plugins\cloud\claude-executor,No,Yes,No,Yes,No
CLAUDE_2,plugins\cloud\CLAUDE_2,No,Yes,No,No,No
CLAUDE_3,plugins\cloud\CLAUDE_3,No,Yes,No,No,No
clear,plugins\cloud\clear,No,Yes,No,No,No
cli,plugins\cloud\cli,No,Yes,No,Yes,No
cloud-security,plugins\cloud\cloud-security,No,Yes,No,No,No
cloudfront_mapper,plugins\cloud\cloudfront_mapper,No,Yes,No,Yes,No
cloudmapper,plugins\cloud\cloudmapper,No,Yes,No,No,No
cloud_agent,plugins\cloud\cloud_agent,No,Yes,No,Yes,No
cloud_attack_surface,plugins\cloud\cloud_attack_surface,No,Yes,No,No,No
cloud_enum,plugins\cloud\cloud_enum,No,No,No,No,No
cloud_fingerprint,plugins\cloud\cloud_fingerprint,No,Yes,No,Yes,No
cloud_models,plugins\cloud\cloud_models,No,Yes,No,Yes,No
