Repository,Original Source,Wrapper Only,YAML Only,Audit File,Missing Executable,Estimated Integration %
cloud_attack_surface,False,True,False,False,True,20%
cloud_enum,False,True,False,False,True,20%
cloud_fingerprint,False,True,False,False,True,20%
cloud_models,False,True,False,False,True,20%
cloud_pipeline,False,True,False,False,True,20%
cloud_storage,False,True,False,False,True,20%
conftest_2,False,True,False,False,True,20%
container-breakout,False,True,False,False,True,20%
CUSTOMIZATION,False,True,False,False,True,20%
CyberStrikeAITab,False,True,False,False,True,20%
dec-2025,False,True,False,False,True,20%
demo,False,True,False,False,True,20%
demo_1,False,True,False,False,True,20%
dependabot_3,False,True,False,False,True,20%
devcontainer,False,True,False,False,True,20%
DISCLAIMER,False,True,False,False,True,20%
docker,False,True,False,False,True,20%
docker-compose,False,True,False,False,True,20%
docker-compose_1,False,True,False,False,True,20%
docker-compose_2,False,True,False,False,True,20%
docker-compose_3,False,True,False,False,True,20%
Dockerfile_4,False,True,False,False,True,20%
Dockerfile_7,False,True,False,False,True,20%
Dockerfile_9,False,True,False,False,True,20%
docker_2,False,True,False,False,True,20%
docker_manager,False,True,False,False,True,20%
docker_nightly,False,True,False,False,True,20%
docker_registry_analyzer,False,True,False,False,True,20%
domains,False,True,False,False,True,20%
embedder,False,True,False,False,True,20%
engagement-planner,False,True,False,False,True,20%
entrypoint,False,True,False,False,True,20%
env,False,True,False,False,True,20%
env_3,False,True,False,False,True,20%
example-stig-finding,False,True,False,False,True,20%
executor_test,False,True,False,False,True,20%
exploit-auth,False,True,False,False,True,20%
exploit-authz,False,True,False,False,True,20%
exploit-authz_2,False,True,False,False,True,20%
exploit-auth_2,False,True,False,False,True,20%
exploit-injection,False,True,False,False,True,20%
exploit-xss,False,True,False,False,True,20%
exploit-xss_2,False,True,False,False,True,20%
export_menu,False,True,False,False,True,20%
factory,False,True,False,False,True,20%
fill-legal,False,True,False,False,True,20%
fingerprinter,False,True,False,False,True,20%
fingerprintertest,False,True,False,False,True,20%
fix-workspace-permissions,False,True,False,False,True,20%
gcp,False,True,False,False,True,20%
gcp_recon,False,True,False,False,True,20%
github-banner,False,True,False,False,True,20%
gitleaks,False,True,False,False,True,20%
go_2,False,True,False,False,True,20%
graphw00f,False,True,False,False,True,20%
hexstrike-logo,False,True,False,False,True,20%
home,False,True,False,False,True,20%
index_5,False,True,False,False,True,20%
javascript,False,True,False,False,True,20%
js-harvester-agent,False,True,False,False,True,20%
kube-bench,False,True,False,False,True,20%
kube-hunter,False,True,False,False,True,20%
kubernetes,False,True,False,False,True,20%
launch-config,False,True,False,False,True,20%
leaksapi-banner,False,True,False,False,True,20%
leaksapi-logo,False,True,False,False,True,20%
LICENSE_5,False,True,False,False,True,20%
litellm_provider,False,True,False,False,True,20%
logo_3,False,True,False,False,True,20%
main_13,False,True,False,False,True,20%
main_menu,False,True,False,False,True,20%
Makefile,False,True,False,False,True,20%
mindmap_obsidian,False,True,False,False,True,20%
misconfig-detector,False,True,False,False,True,20%
misconfigtest,False,True,False,False,True,20%
mobile-pentester,False,True,False,False,True,20%
mode,False,True,False,False,True,20%
orchestrator,False,True,False,False,True,20%
outputs,False,True,False,False,True,20%
package_3,False,True,False,False,True,20%
pacu,False,True,False,False,True,20%
pentestgpt_executor,False,True,False,False,True,20%
PentestGPT_Hackable2,False,True,False,False,True,20%
plugins,False,True,False,False,True,20%
pnpm-lock,False,True,False,False,True,20%
poc-validator,False,True,False,False,True,20%
pre-recon-code,False,True,False,False,True,20%
privesc-advisor,False,True,False,False,True,20%
privesc_agent,False,True,False,False,True,20%
prowler,False,True,False,False,True,20%
pyproject_3,False,True,False,False,True,20%
quick-start,False,True,False,False,True,20%
README_21,False,True,False,False,True,20%
README_22,False,True,False,False,True,20%
README_28,False,True,False,False,True,20%
README_29,False,True,False,False,True,20%
README_30,False,True,False,False,True,20%
reconcloud,False,True,False,False,True,20%
reconx,False,True,False,False,True,20%
release-beta,False,True,False,False,True,20%
release_1,False,True,False,False,True,20%
requirements_7,False,True,False,False,True,20%
resolver,False,True,False,False,True,20%
results,False,True,False,False,True,20%
role-management,False,True,False,False,True,20%
rollback,False,True,False,False,True,20%
rsecloud,False,True,False,False,True,20%
s3scanner,False,True,False,False,True,20%
s3_scanner,False,True,False,False,True,20%
sarif,False,True,False,False,True,20%
scan_pipeline,False,True,False,False,True,20%
scan_running,False,True,False,False,True,20%
scout-suite,False,True,False,False,True,20%
Screenshot2,False,True,False,False,True,20%
Screenshot3,False,True,False,False,True,20%
Screenshot4,False,True,False,False,True,20%
secret-scanner-agent,False,True,False,False,True,20%
secure_credential,False,True,False,False,True,20%
security,False,True,False,False,True,20%
SECURITY_3,False,True,False,False,True,20%
selection_agent,False,True,False,False,True,20%
server_mcp_pentest_18,False,True,False,False,True,20%
service_analyzer,False,True,False,False,True,20%
service_correlator_1,False,True,False,False,True,20%
settings_2,False,True,False,False,True,20%
setup,False,True,False,False,True,20%
setup_1,False,True,False,False,True,20%
shannon-banner,False,True,False,False,True,20%
SHANNON-PRO_1,False,True,False,False,True,20%
shannon-report-capital-api,False,True,False,False,True,20%
shannon-screen,False,True,False,False,True,20%
shodan,False,True,False,False,True,20%
six2dez_reconftw-stars-history,False,True,False,False,True,20%
SKILL_1,False,True,False,False,True,20%
SKILL_14,False,True,False,False,True,20%
SKILL_16,False,True,False,False,True,20%
SKILL_17,False,True,False,False,True,20%
SKILL_4,False,True,False,False,True,20%
social-engineer,False,True,False,False,True,20%
sponsor-wechat-alipay-qr,False,True,False,False,True,20%
ssrf_cloud_metadata,False,True,False,False,True,20%
ssrf_payloads,False,True,False,False,True,20%
stop,False,True,False,False,True,20%
tch,False,True,False,False,True,20%
tcp_beacon_server,False,True,False,False,True,20%
teardown,False,True,False,False,True,20%
techdetect,False,True,False,False,True,20%
terraform-reconFTW,False,True,False,False,True,20%
test_ad_agent_e2e_smoke,False,True,False,False,True,20%
test_agents,False,True,False,False,True,20%
test_benchmark_cli,False,True,False,False,True,20%
test_chain_context_discriminator,False,True,False,False,True,20%
test_cli_menu,False,True,False,False,True,20%
test_cloud_agent_e2e_smoke,False,True,False,False,True,20%
test_container_health,False,True,False,False,True,20%
test_docker_build,False,True,False,False,True,20%
test_flag_detection,False,True,False,False,True,20%
test_litellm_provider,False,True,False,False,True,20%
test_misc_coverage_2,False,True,False,False,True,20%
test_probe_ssrf_cloud_metadata,False,True,False,False,True,20%
test_providers_and_small_agents,False,True,False,False,True,20%
test_selection_agent,False,True,False,False,True,20%
trufflehog,False,True,False,False,True,20%
type_confusion,False,True,False,False,True,20%
uninstall,False,True,False,False,True,20%
USAGE,False,True,False,False,True,20%
usage_input,False,True,False,False,True,20%
usage_output,False,True,False,False,True,20%
usage_server1,False,True,False,False,True,20%
usage_server2,False,True,False,False,True,20%
variables,False,True,False,False,True,20%
vectorDB,False,True,False,False,True,20%
vuln-auth,False,True,False,False,True,20%
vuln-authz,False,True,False,False,True,20%
vuln-authz_2,False,True,False,False,True,20%
vuln-auth_2,False,True,False,False,True,20%
vuln-injection,False,True,False,False,True,20%
vuln-injection_2,False,True,False,False,True,20%
vuln-xss,False,True,False,False,True,20%
vuln-xss_2,False,True,False,False,True,20%
vulnerability-management,False,True,False,False,True,20%
waf-detector-agent,False,True,False,False,True,20%
wafw00f,False,True,False,False,True,20%
web-console,False,True,False,False,True,20%
wechat-group-cyberstrikeai-qr,False,True,False,False,True,20%
workflow_center,False,True,False,False,True,20%
workspaces,False,True,False,False,True,20%
zh-CN,False,True,False,False,True,20%
_10,False,True,False,False,True,20%
__init___119,False,True,False,False,True,20%
__init___26,False,True,False,False,True,20%
__init___78,False,True,False,False,True,20%
404StarLinkLogo,False,False,True,False,True,15%
agent-management,False,False,True,False,True,15%
agents-for,False,False,True,False,True,15%
ai_analysis,False,False,True,False,True,15%
alterations,False,False,True,False,True,15%
announcements,False,False,True,False,True,15%
AUP,False,False,True,False,True,15%
auth_profiles,False,False,True,False,True,15%
aws,False,False,True,False,True,15%
aws_sm,False,False,True,False,True,15%
azure,False,False,True,False,True,15%
azure_recon,False,False,True,False,True,15%
banner_2,False,False,True,False,True,15%
benchmark_runner,False,False,True,False,True,15%
bizlogic-hunter,False,False,True,False,True,15%
bucket_correlator,False,False,True,False,True,15%
bug_report,False,False,True,False,True,15%
build,False,False,True,False,True,15%
ccr-config-template,False,False,True,False,True,15%
chat,False,False,True,False,True,15%
chatgpt_config_curl,False,False,True,False,True,15%
ChatGPT_key,False,False,True,False,True,15%
checkov,False,False,True,False,True,15%
ci_1,False,False,True,False,True,15%
ci_cd_cloud,False,False,True,False,True,15%
ci_cd_cloud_mapper,False,False,True,False,True,15%
claude-executor,False,False,True,False,True,15%
CLAUDE_2,False,False,True,False,True,15%
CLAUDE_3,False,False,True,False,True,15%
clear,False,False,True,False,True,15%
cli,False,False,True,False,True,15%
cloud-security,False,False,True,False,True,15%
cloudfront_mapper,False,False,True,False,True,15%
cloudmapper,False,False,True,False,True,15%
cloud_agent,False,False,True,False,True,15%
cloud_attack_surface,False,False,True,False,True,15%
cloud_storage,False,False,True,False,True,15%
conftest_2,False,False,True,False,True,15%
container-breakout,False,False,True,False,True,15%
CUSTOMIZATION,False,False,True,False,True,15%
CyberStrikeAITab,False,False,True,False,True,15%
dec-2025,False,False,True,False,True,15%
demo,False,False,True,False,True,15%
demo_1,False,False,True,False,True,15%
dependabot_3,False,False,True,False,True,15%
devcontainer,False,False,True,False,True,15%
DISCLAIMER,False,False,True,False,True,15%
docker,False,False,True,False,True,15%
docker-compose,False,False,True,False,True,15%
docker-compose_1,False,False,True,False,True,15%
docker-compose_2,False,False,True,False,True,15%
docker-compose_3,False,False,True,False,True,15%
Dockerfile_4,False,False,True,False,True,15%
Dockerfile_7,False,False,True,False,True,15%
Dockerfile_9,False,False,True,False,True,15%
docker_2,False,False,True,False,True,15%
docker_manager,False,False,True,False,True,15%
docker_nightly,False,False,True,False,True,15%
docker_registry_analyzer,False,False,True,False,True,15%
domains,False,False,True,False,True,15%
embedder,False,False,True,False,True,15%
engagement-planner,False,False,True,False,True,15%
entrypoint,False,False,True,False,True,15%
env,False,False,True,False,True,15%
env_3,False,False,True,False,True,15%
example-stig-finding,False,False,True,False,True,15%
executor_test,False,False,True,False,True,15%
exploit-auth,False,False,True,False,True,15%
exploit-authz,False,False,True,False,True,15%
exploit-authz_2,False,False,True,False,True,15%
exploit-auth_2,False,False,True,False,True,15%
exploit-injection,False,False,True,False,True,15%
exploit-xss,False,False,True,False,True,15%
exploit-xss_2,False,False,True,False,True,15%
export_menu,False,False,True,False,True,15%
factory,False,False,True,False,True,15%
fill-legal,False,False,True,False,True,15%
fingerprinter,False,False,True,False,True,15%
fingerprintertest,False,False,True,False,True,15%
fix-workspace-permissions,False,False,True,False,True,15%
gcp,False,False,True,False,True,15%
gcp_recon,False,False,True,False,True,15%
github-banner,False,False,True,False,True,15%
gitleaks,False,False,True,False,True,15%
go_2,False,False,True,False,True,15%
graphw00f,False,False,True,False,True,15%
