File,Tool,Implementation Status,Missing Components
plugins\recon\basic_scan\plugin.py,basic_scan,Partially implemented,pass
plugins\recon\batch_task\plugin.py,batch_task,Partially implemented,pass
plugins\recon\batch_task_manager\plugin.py,batch_task_manager,Partially implemented,pass
plugins\recon\batch_task_mcp\plugin.py,batch_task_mcp,Partially implemented,pass
plugins\recon\beacongo\plugin.py,beacongo,Partially implemented,pass
plugins\recon\beacon_host\plugin.py,beacon_host,Partially implemented,pass
plugins\recon\benchmark_juice_shop\plugin.py,benchmark_juice_shop,Partially implemented,pass
plugins\recon\bevigil\plugin.py,bevigil,Partially implemented,pass
plugins\recon\bigbountyrecon\plugin.py,bigbountyrecon,TODO placeholder,pass
plugins\recon\billing-detection\plugin.py,billing-detection,Partially implemented,pass
plugins\recon\binaryedge\plugin.py,binaryedge,Partially implemented,pass
plugins\recon\bing\plugin.py,bing,Partially implemented,pass
plugins\recon\blackbox-config-agent\plugin.py,blackbox-config-agent,Partially implemented,pass
plugins\recon\blackbox-context\plugin.py,blackbox-context,Partially implemented,pass
plugins\recon\blacklist_test\plugin.py,blacklist_test,Partially implemented,pass
plugins\recon\bloodhound\plugin.py,bloodhound,Partially implemented,pass
plugins\recon\book\plugin.py,book,Partially implemented,pass
plugins\recon\browser-crawler-agent\plugin.py,browser-crawler-agent,Partially implemented,pass
plugins\recon\browser_agent\plugin.py,browser_agent,Partially implemented,pass
plugins\recon\brute\plugin.py,brute,Partially implemented,pass
plugins\recon\bruteforce-ftp\plugin.py,bruteforce-ftp,Partially implemented,pass
plugins\recon\bruteforce-http\plugin.py,bruteforce-http,Partially implemented,pass
plugins\recon\bruteforce-rdp\plugin.py,bruteforce-rdp,Partially implemented,pass
plugins\recon\bruteforce-smb\plugin.py,bruteforce-smb,Partially implemented,pass
plugins\recon\bruteforce-ssh\plugin.py,bruteforce-ssh,Partially implemented,pass
plugins\recon\brute_test\plugin.py,brute_test,Partially implemented,pass
plugins\recon\bucket_exposure_engine\plugin.py,bucket_exposure_engine,Partially implemented,pass
plugins\recon\bufferover\plugin.py,bufferover,Partially implemented,pass
plugins\recon\bufferoverrun\plugin.py,bufferoverrun,Partially implemented,pass
plugins\recon\bug\plugin.py,bug,Partially implemented,pass
plugins\recon\bug-bounty\plugin.py,bug-bounty,Partially implemented,pass
plugins\recon\bug_2\plugin.py,bug_2,Partially implemented,pass
plugins\recon\bug_report_2\plugin.py,bug_report_2,Partially implemented,pass
plugins\recon\bug_report_3\plugin.py,bug_report_3,Partially implemented,pass
plugins\recon\build\plugin.py,build,Partially implemented,pass
plugins\recon\build-mvn\plugin.py,build-mvn,Partially implemented,pass
plugins\recon\build-test\plugin.py,build-test,Partially implemented,pass
plugins\recon\builder\plugin.py,builder,Partially implemented,pass
plugins\recon\builtin-tools\plugin.py,builtin-tools,Partially implemented,pass
plugins\recon\builtwith\plugin.py,builtwith,Partially implemented,pass
plugins\recon\BurpExtender\plugin.py,BurpExtender,Partially implemented,pass
plugins\recon\BurpExtender1\plugin.py,BurpExtender1,Partially implemented,pass
plugins\recon\burp_client\plugin.py,burp_client,Partially implemented,pass
plugins\recon\burp_commands\plugin.py,burp_commands,Partially implemented,pass
plugins\recon\burp_suite\plugin.py,burp_suite,Partially implemented,pass
plugins\recon\business-logic-agent\plugin.py,business-logic-agent,Partially implemented,pass
plugins\recon\business_logic_fuzz\plugin.py,business_logic_fuzz,Partially implemented,pass
plugins\recon\c1ae665a_findings\plugin.py,c1ae665a_findings,Partially implemented,pass
plugins\recon\c1ae665a_run_A_default\plugin.py,c1ae665a_run_A_default,Partially implemented,pass
plugins\recon\c2-operator\plugin.py,c2-operator,Partially implemented,pass
plugins\recon\c2_1\plugin.py,c2_1,Partially implemented,pass
plugins\recon\c2_hitl_bridge\plugin.py,c2_hitl_bridge,Partially implemented,pass
plugins\recon\c2_lifecycle\plugin.py,c2_lifecycle,Partially implemented,pass
plugins\recon\c2_tools\plugin.py,c2_tools,Partially implemented,pass
plugins\recon\c99\plugin.py,c99,Partially implemented,pass
plugins\recon\capability_map\plugin.py,capability_map,Partially implemented,pass
plugins\recon\captcha_replay\plugin.py,captcha_replay,Partially implemented,pass
plugins\recon\categories\plugin.py,categories,Partially implemented,pass
plugins\recon\censys\plugin.py,censys,Partially implemented,pass
plugins\recon\censys_test\plugin.py,censys_test,Partially implemented,pass
plugins\recon\certspotter\plugin.py,certspotter,Partially implemented,pass
plugins\recon\certspotter_2\plugin.py,certspotter_2,Partially implemented,pass
plugins\recon\cgo_specific\plugin.py,cgo_specific,Partially implemented,pass
plugins\recon\chain\plugin.py,chain,Partially implemented,pass
plugins\recon\chain_agent\plugin.py,chain_agent,Partially implemented,pass
plugins\recon\CHANGELOG\plugin.py,CHANGELOG,Partially implemented,pass
plugins\recon\CHANGELOG_121\plugin.py,CHANGELOG_121,Partially implemented,pass
plugins\recon\CHANGELOG_122\plugin.py,CHANGELOG_122,Partially implemented,pass
plugins\recon\CHANGELOG_123\plugin.py,CHANGELOG_123,Partially implemented,pass
plugins\recon\CHANGELOG_13\plugin.py,CHANGELOG_13,Partially implemented,pass
plugins\recon\CHANGELOG_14\plugin.py,CHANGELOG_14,Partially implemented,pass
plugins\recon\CHANGELOG_15\plugin.py,CHANGELOG_15,Partially implemented,pass
plugins\recon\CHANGELOG_16\plugin.py,CHANGELOG_16,Partially implemented,pass
plugins\recon\CHANGELOG_17\plugin.py,CHANGELOG_17,Partially implemented,pass
plugins\recon\CHANGELOG_18\plugin.py,CHANGELOG_18,Partially implemented,pass
plugins\recon\CHANGELOG_181\plugin.py,CHANGELOG_181,Partially implemented,pass
plugins\recon\CHANGELOG_182\plugin.py,CHANGELOG_182,Partially implemented,pass
plugins\recon\CHANGELOG_19\plugin.py,CHANGELOG_19,Partially implemented,pass
plugins\recon\CHANGELOG_2\plugin.py,CHANGELOG_2,Partially implemented,pass
plugins\recon\CHANGELOG_20\plugin.py,CHANGELOG_20,Partially implemented,pass
plugins\recon\CHANGELOG_3\plugin.py,CHANGELOG_3,Partially implemented,pass
plugins\recon\chaos\plugin.py,chaos,Partially implemented,pass
plugins\recon\chaos_2\plugin.py,chaos_2,Partially implemented,pass
plugins\recon\chat-files\plugin.py,chat-files,Partially implemented,pass
plugins\recon\chatgpt\plugin.py,chatgpt,Partially implemented,pass
plugins\recon\chatgpt_api\plugin.py,chatgpt_api,Partially implemented,pass
plugins\recon\chatgpt_config_sample\plugin.py,chatgpt_config_sample,Partially implemented,pass
plugins\recon\chat_config\plugin.py,chat_config,Partially implemented,pass
plugins\recon\chat_uploads\plugin.py,chat_uploads,Partially implemented,pass
plugins\recon\check-env\plugin.py,check-env,Partially implemented,pass
plugins\recon\checkpoint\plugin.py,checkpoint,Partially implemented,pass
plugins\recon\checkpoint-manager\plugin.py,checkpoint-manager,Partially implemented,pass
plugins\recon\check_artifacts\plugin.py,check_artifacts,Partially implemented,pass
plugins\recon\check_artifacts_all\plugin.py,check_artifacts_all,Partially implemented,pass
plugins\recon\chinaz\plugin.py,chinaz,Partially implemented,pass
plugins\recon\chunk_eino\plugin.py,chunk_eino,Partially implemented,pass
plugins\recon\ci-cd\plugin.py,ci-cd,Partially implemented,pass
plugins\recon\cicd-redteam\plugin.py,cicd-redteam,Partially implemented,pass
plugins\recon\citations\plugin.py,citations,Partially implemented,pass
plugins\recon\claims\plugin.py,claims,Partially implemented,pass
plugins\recon\clair\plugin.py,clair,Partially implemented,pass
plugins\recon\CLAUDE\plugin.py,CLAUDE,Partially implemented,pass
plugins\recon\CLAUDE_4\plugin.py,CLAUDE_4,Partially implemented,pass
plugins\recon\claude_bridge\plugin.py,claude_bridge,Partially implemented,pass
plugins\recon\claude_reasoning_roundtrip\plugin.py,claude_reasoning_roundtrip,Partially implemented,pass
plugins\recon\claude_reasoning_roundtrip_test\plugin.py,claude_reasoning_roundtrip_test,Partially implemented,pass
plugins\recon\cleanup-rollback\plugin.py,cleanup-rollback,Partially implemented,pass
plugins\recon\client\plugin.py,client,Partially implemented,pass
plugins\recon\client_1\plugin.py,client_1,Partially implemented,pass
plugins\recon\client_2\plugin.py,client_2,Partially implemented,pass
plugins\recon\client_4\plugin.py,client_4,Partially implemented,pass
plugins\recon\client_sdk\plugin.py,client_sdk,Partially implemented,pass
plugins\recon\clitest\plugin.py,clitest,Partially implemented,pass
plugins\recon\cli_1\plugin.py,cli_1,Partially implemented,pass
plugins\recon\cli_2\plugin.py,cli_2,Partially implemented,pass
plugins\recon\cli_3\plugin.py,cli_3,Partially implemented,pass
plugins\recon\cli_4\plugin.py,cli_4,Partially implemented,pass
plugins\recon\cli_5\plugin.py,cli_5,Partially implemented,pass
plugins\recon\cmdi-agent\plugin.py,cmdi-agent,Partially implemented,pass
plugins\recon\cname\plugin.py,cname,Partially implemented,pass
plugins\recon\codeclimate\plugin.py,codeclimate,Partially implemented,pass
plugins\recon\codecov\plugin.py,codecov,Partially implemented,pass
plugins\recon\codeql\plugin.py,codeql,Partially implemented,pass
plugins\recon\codeql-analysis\plugin.py,codeql-analysis,Partially implemented,pass
plugins\recon\CODE_OF_CONDUCT\plugin.py,CODE_OF_CONDUCT,Partially implemented,pass
plugins\recon\common\plugin.py,common,Partially implemented,pass
plugins\recon\commoncrawl\plugin.py,commoncrawl,Partially implemented,pass
plugins\recon\common_2\plugin.py,common_2,Partially implemented,pass
plugins\recon\company_enrich\plugin.py,company_enrich,Partially implemented,pass
plugins\recon\company_rounds\plugin.py,company_rounds,Partially implemented,pass
plugins\recon\company_search\plugin.py,company_search,Partially implemented,pass
plugins\recon\compare_baseline\plugin.py,compare_baseline,Partially implemented,pass
plugins\recon\compliance\plugin.py,compliance,Partially implemented,pass
plugins\recon\confidence_engine\plugin.py,confidence_engine,Partially implemented,pass
plugins\recon\config\plugin.py,config,Partially implemented,pass
plugins\recon\config-loader\plugin.py,config-loader,Partially implemented,pass
plugins\recon\config-parser\plugin.py,config-parser,Partially implemented,pass
plugins\recon\config-schema\plugin.py,config-schema,Partially implemented,pass
plugins\recon\config-schema_1\plugin.py,config-schema_1,Partially implemented,pass
plugins\recon\configtest\plugin.py,configtest,Partially implemented,pass
plugins\recon\configure_mcp\plugin.py,configure_mcp,Partially implemented,pass
plugins\recon\config_1\plugin.py,config_1,Partially implemented,pass
plugins\recon\config_2\plugin.py,config_2,Partially implemented,pass
plugins\recon\config_3\plugin.py,config_3,Partially implemented,pass
plugins\recon\config_4\plugin.py,config_4,Partially implemented,pass
plugins\recon\config_5\plugin.py,config_5,Partially implemented,pass
plugins\recon\config_6\plugin.py,config_6,Partially implemented,pass
plugins\recon\config_test\plugin.py,config_test,Partially implemented,pass
plugins\recon\conftest\plugin.py,conftest,Partially implemented,pass
plugins\recon\const\plugin.py,const,Partially implemented,pass
plugins\recon\constants\plugin.py,constants,Partially implemented,pass
plugins\recon\constants_1\plugin.py,constants_1,Partially implemented,pass
plugins\recon\contact\plugin.py,contact,Partially implemented,pass
plugins\recon\container-api\plugin.py,container-api,Partially implemented,pass
plugins\recon\content\plugin.py,content,Partially implemented,pass
plugins\recon\content-discovery-agent\plugin.py,content-discovery-agent,Partially implemented,pass
plugins\recon\content_discovery\plugin.py,content_discovery,Fully implemented,
plugins\recon\content_fingerprint\plugin.py,content_fingerprint,Partially implemented,pass
plugins\recon\context_analyzer\plugin.py,context_analyzer,Partially implemented,pass
plugins\recon\contracts\plugin.py,contracts,Partially implemented,pass
plugins\recon\CONTRIBUTING\plugin.py,CONTRIBUTING,Partially implemented,pass
plugins\recon\CONTRIBUTING_2\plugin.py,CONTRIBUTING_2,Partially implemented,pass
plugins\recon\CONTRIBUTING_3\plugin.py,CONTRIBUTING_3,Partially implemented,pass
plugins\recon\CONTRIBUTING_4\plugin.py,CONTRIBUTING_4,Partially implemented,pass
plugins\recon\CONTRIBUTING_5\plugin.py,CONTRIBUTING_5,Partially implemented,pass
plugins\recon\controller\plugin.py,controller,Partially implemented,pass
plugins\recon\conversation\plugin.py,conversation,Partially implemented,pass
plugins\recon\conversation_manager\plugin.py,conversation_manager,Partially implemented,pass
plugins\recon\cookie_prefix_bypass\plugin.py,cookie_prefix_bypass,Partially implemented,pass
plugins\recon\core\plugin.py,core,Partially implemented,pass
plugins\recon\corpus\plugin.py,corpus,Partially implemented,pass
plugins\recon\correlation_engine\plugin.py,correlation_engine,Partially implemented,pass
plugins\recon\cors-probe-agent\plugin.py,cors-probe-agent,Partially implemented,pass
plugins\recon\cors_reflection\plugin.py,cors_reflection,Partially implemented,pass
plugins\recon\cortex\plugin.py,cortex,Partially implemented,pass
plugins\recon\cost\plugin.py,cost,Partially implemented,pass
plugins\recon\coupon_forging\plugin.py,coupon_forging,Partially implemented,pass
plugins\recon\COVERAGE\plugin.py,COVERAGE,Partially implemented,pass
plugins\recon\COVERAGE_1\plugin.py,COVERAGE_1,Partially implemented,pass
plugins\recon\crawler\plugin.py,crawler,Partially implemented,pass
plugins\recon\crawler-agent\plugin.py,crawler-agent,Partially implemented,pass
plugins\recon\crawlercpython-313\plugin.py,crawlercpython-313,Partially implemented,pass
plugins\recon\crawler_1\plugin.py,crawler_1,Partially implemented,pass
plugins\recon\crawler_2\plugin.py,crawler_2,Partially implemented,pass
plugins\recon\crawler_3\plugin.py,crawler_3,Partially implemented,pass
plugins\recon\createdFiles\plugin.py,createdFiles,Partially implemented,pass
plugins\recon\credential-tester\plugin.py,credential-tester,Partially implemented,pass
plugins\recon\credentialed-scans\plugin.py,credentialed-scans,Partially implemented,pass
plugins\recon\credential_detector\plugin.py,credential_detector,Partially implemented,pass
plugins\recon\crlfuzz\plugin.py,crlfuzz,Partially implemented,pass
plugins\recon\crtsh_1\plugin.py,crtsh_1,Partially implemented,pass
plugins\recon\crtsh_3\plugin.py,crtsh_3,Partially implemented,pass
plugins\recon\csp_extractor\plugin.py,csp_extractor,Fully implemented,
plugins\recon\CTF\plugin.py,CTF,Partially implemented,pass
plugins\recon\ctf-solver\plugin.py,ctf-solver,Partially implemented,pass
plugins\recon\curl\plugin.py,curl,Partially implemented,pass
plugins\recon\curl-known-security\plugin.py,curl-known-security,Partially implemented,pass
plugins\recon\curl-robots\plugin.py,curl-robots,Partially implemented,pass
plugins\recon\cve_db\plugin.py,cve_db,Partially implemented,pass
plugins\recon\cve_poc_primitives\plugin.py,cve_poc_primitives,Partially implemented,pass
plugins\recon\cvss-calculator\plugin.py,cvss-calculator,Partially implemented,pass
plugins\recon\cyberstrikeai-burp-extension-100\plugin.py,cyberstrikeai-burp-extension-100,Partially implemented,pass
plugins\recon\CyberStrikeAIClient\plugin.py,CyberStrikeAIClient,Partially implemented,pass
plugins\recon\CyberStrikeAIClient1\plugin.py,CyberStrikeAIClient1,Partially implemented,pass
plugins\recon\CyberStrikeAIClientAgentMode\plugin.py,CyberStrikeAIClientAgentMode,Partially implemented,pass
plugins\recon\CyberStrikeAIClientConfig\plugin.py,CyberStrikeAIClientConfig,Partially implemented,pass
plugins\recon\CyberStrikeAIClientStreamListener\plugin.py,CyberStrikeAIClientStreamListener,Partially implemented,pass
