Repository,Integration Difficulty,Maintenance Cost,Dependency Complexity,Execution Complexity
stage123_catalog,Extreme,Extreme,Extreme,Extreme
STAGE2,Extreme,Extreme,Extreme,Extreme
start,Extreme,Extreme,Extreme,Extreme
stats,Extreme,Extreme,Extreme,Extreme
stderr,Extreme,Extreme,Extreme,Extreme
stderr_1,Extreme,Extreme,Extreme,Extreme
stdout,Extreme,Extreme,Extreme,Extreme
stdout_1,Extreme,Extreme,Extreme,Extreme
stealth_crawler,Extreme,Extreme,Extreme,Extreme
stig-analyst,Extreme,Extreme,Extreme,Extreme
subdomain,Extreme,Extreme,Extreme,Extreme
subdomain-enumeration,Extreme,Extreme,Extreme,Extreme
subdomain-hunter-agent,Extreme,Extreme,Extreme,Extreme
subdomains,Medium,Medium,Medium,Medium
subdomainstxt,Extreme,Extreme,Extreme,Extreme
subdomains_1,Extreme,Extreme,Extreme,Extreme
subdomains_2,Extreme,Extreme,Extreme,Extreme
subdomains_v0,Extreme,Extreme,Extreme,Extreme
subdomains_v1,Extreme,Extreme,Extreme,Extreme
subdomains_v2,Extreme,Extreme,Extreme,Extreme
subfinder,Extreme,Extreme,Extreme,Extreme
subfinder-logo,Extreme,Extreme,Extreme,Extreme
subfinder-run,Extreme,Extreme,Extreme,Extreme
subfinder_2,Extreme,Extreme,Extreme,Extreme
sublist3r_tool,Extreme,Extreme,Extreme,Extreme
submd,Extreme,Extreme,Extreme,Extreme
SUBPROCESSORS,Extreme,Extreme,Extreme,Extreme
subs,Extreme,Extreme,Extreme,Extreme
suggestion_engine,Extreme,Extreme,Extreme,Extreme
support,Extreme,Extreme,Extreme,Extreme
support_test,Extreme,Extreme,Extreme,Extreme
surface_mapping,Extreme,Extreme,Extreme,Extreme
swagger,Extreme,Extreme,Extreme,Extreme
swarm-orchestrator,Extreme,Extreme,Extreme,Extreme
tag_engine,Extreme,Extreme,Extreme,Extreme
takeover_detector,Extreme,Extreme,Extreme,Extreme
target-model,Extreme,Extreme,Extreme,Extreme
targets,Extreme,Extreme,Extreme,Extreme
target_classifier,Extreme,Extreme,Extreme,Extreme
task-management,Extreme,Extreme,Extreme,Extreme
tech-fingerprinter-agent,Extreme,Extreme,Extreme,Extreme
tech_detection,Extreme,Extreme,Extreme,Extreme
templates,Extreme,Extreme,Extreme,Extreme
template_manager,Extreme,Extreme,Extreme,Extreme
TERMS,Extreme,Extreme,Extreme,Extreme
test-lsg-v2,Extreme,Extreme,Extreme,Extreme
test-suite,Extreme,Extreme,Extreme,Extreme
test1,Extreme,Extreme,Extreme,Extreme
test2,Extreme,Extreme,Extreme,Extreme
testssl,Extreme,Extreme,Extreme,Extreme
test_agents_parallel,Extreme,Extreme,Extreme,Extreme
test_api_security_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_api_server,Extreme,Extreme,Extreme,Extreme
test_arjun_integration,Extreme,Extreme,Extreme,Extreme
test_authenticated_scan_coverage,Extreme,Extreme,Extreme,Extreme
test_auth_profiles_smoke,Extreme,Extreme,Extreme,Extreme
test_auth_scan_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_auth_session,Extreme,Extreme,Extreme,Extreme
test_auth_session_bearer_flow,Extreme,Extreme,Extreme,Extreme
test_browser_agent_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_browser_crawler,Extreme,Extreme,Extreme,Extreme
test_cache,Extreme,Extreme,Extreme,Extreme
test_checkpoint,Extreme,Extreme,Extreme,Extreme
test_ci_mode,Extreme,Extreme,Extreme,Extreme
test_cli,Extreme,Extreme,Extreme,Extreme
test_cli_auth_coverage,Extreme,Extreme,Extreme,Extreme
test_common,Extreme,Extreme,Extreme,Extreme
test_core,Extreme,Extreme,Extreme,Extreme
test_csrf_auth_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_dashboard,Extreme,Extreme,Extreme,Extreme
test_dedup,Extreme,Extreme,Extreme,Extreme
test_dns_resolver_auto,Extreme,Extreme,Extreme,Extreme
test_e2e_probes,Extreme,Extreme,Extreme,Extreme
test_engagement_lifecycle_e2e,Extreme,Extreme,Extreme,Extreme
test_evidence,Extreme,Extreme,Extreme,Extreme
test_evidence_contract,Extreme,Extreme,Extreme,Extreme
test_exports,Extreme,Extreme,Extreme,Extreme
test_export_cli,Extreme,Extreme,Extreme,Extreme
test_full_flow,Extreme,Extreme,Extreme,Extreme
test_full_workflow,Extreme,Extreme,Extreme,Extreme
test_handler_meta,Extreme,Extreme,Extreme,Extreme
test_hitl_coverage,Extreme,Extreme,Extreme,Extreme
test_install_preferences,Extreme,Extreme,Extreme,Extreme
test_integration_dvwa,Extreme,Extreme,Extreme,Extreme
test_juiceshop_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_list_targets,Extreme,Extreme,Extreme,Extreme
test_llm_redteam,Extreme,Extreme,Extreme,Extreme
test_mcp_auth_profile,Extreme,Extreme,Extreme,Extreme
test_mcp_honeypot_e2e,Extreme,Extreme,Extreme,Extreme
test_mcp_security_tools,Extreme,Extreme,Extreme,Extreme
test_mcp_server_coverage,Extreme,Extreme,Extreme,Extreme
test_misc_coverage,Extreme,Extreme,Extreme,Extreme
test_mobile_agent_e2e_smoke,Extreme,Extreme,Extreme,Extreme
test_monitor,Extreme,Extreme,Extreme,Extreme
test_monitor_mode,Extreme,Extreme,Extreme,Extreme
test_new_tool_integrations,Extreme,Extreme,Extreme,Extreme
test_observation_normalization,Extreme,Extreme,Extreme,Extreme
test_os_execution,Extreme,Extreme,Extreme,Extreme
test_parallel,Extreme,Extreme,Extreme,Extreme
test_payload_library,Extreme,Extreme,Extreme,Extreme
test_perf_profile,Extreme,Extreme,Extreme,Extreme
test_phase6,Extreme,Extreme,Extreme,Extreme
test_primitives_evidence_capture,Extreme,Extreme,Extreme,Extreme
test_probe_asset_secrets,Extreme,Extreme,Extreme,Extreme
test_probe_business_logic_fuzz,Extreme,Extreme,Extreme,Extreme
test_probe_captcha_replay,Extreme,Extreme,Extreme,Extreme
test_probe_crawler,Extreme,Extreme,Extreme,Extreme
test_probe_exif_metadata,Extreme,Extreme,Extreme,Extreme
test_probe_leaked_credentials,Extreme,Extreme,Extreme,Extreme
test_probe_nosql_fuzz,Extreme,Extreme,Extreme,Extreme
test_probe_oauth_pkce_downgrade,Extreme,Extreme,Extreme,Extreme
test_probe_response_headers,Extreme,Extreme,Extreme,Extreme
test_probe_sqli_fuzz,Extreme,Extreme,Extreme,Extreme
test_probe_ssti_fuzz,Extreme,Extreme,Extreme,Extreme
test_probe_ssti_polyglot,Extreme,Extreme,Extreme,Extreme
test_probe_xss_fuzz,Extreme,Extreme,Extreme,Extreme
test_registry_coverage,Extreme,Extreme,Extreme,Extreme
test_registry_extended,Extreme,Extreme,Extreme,Extreme
test_reporting,Extreme,Extreme,Extreme,Extreme
test_report_only,Extreme,Extreme,Extreme,Extreme
test_resolvers_external,Extreme,Extreme,Extreme,Extreme
test_resolvers_hardening,Extreme,Extreme,Extreme,Extreme
test_sanitize,Extreme,Extreme,Extreme,Extreme
test_scanners,Extreme,Extreme,Extreme,Extreme
test_severity_calibration,Extreme,Extreme,Extreme,Extreme
test_shell_syntax,Extreme,Extreme,Extreme,Extreme
test_smoke,Extreme,Extreme,Extreme,Extreme
test_stage121_integration,Extreme,Extreme,Extreme,Extreme
test_stage122_integration,Extreme,Extreme,Extreme,Extreme
test_stage123_integration,Extreme,Extreme,Extreme,Extreme
test_stage13_orchestration,Extreme,Extreme,Extreme,Extreme
test_stage14_tui,Extreme,Extreme,Extreme,Extreme
test_stage15_plugins,Extreme,Extreme,Extreme,Extreme
test_stage181_burp,Extreme,Extreme,Extreme,Extreme
test_stage182_traffic,Extreme,Extreme,Extreme,Extreme
test_stage19_plugins,Extreme,Extreme,Extreme,Extreme
test_stage2,Extreme,Extreme,Extreme,Extreme
test_stage20_services,Extreme,Extreme,Extreme,Extreme
test_stealth_crawler,Extreme,Extreme,Extreme,Extreme
test_subdomains_asn,Extreme,Extreme,Extreme,Extreme
test_subdomains_filtering,Extreme,Extreme,Extreme,Extreme
test_sub_tls_no_match,Extreme,Extreme,Extreme,Extreme
test_terminal_output_modes,Extreme,Extreme,Extreme,Extreme
test_tool_bridge,Extreme,Extreme,Extreme,Extreme
test_tool_bridge_e2e,Extreme,Extreme,Extreme,Extreme
test_tool_installer,Extreme,Extreme,Extreme,Extreme
test_tool_installer_coverage,Extreme,Extreme,Extreme,Extreme
test_tool_installer_extended,Extreme,Extreme,Extreme,Extreme
test_tool_result_persistence,Extreme,Extreme,Extreme,Extreme
test_ui_snapshots,Extreme,Extreme,Extreme,Extreme
test_utils,Extreme,Extreme,Extreme,Extreme
test_validation,Extreme,Extreme,Extreme,Extreme
test_vps_count_cli,Extreme,Extreme,Extreme,Extreme
test_webprobe_full_formats,Extreme,Extreme,Extreme,Extreme
test_web_agent_crawl_inject,Extreme,Extreme,Extreme,Extreme
THANKS,Extreme,Extreme,Extreme,Extreme
thc,Extreme,Extreme,Extreme,Extreme
theharvester,Extreme,Extreme,Extreme,Extreme
threat-modeler,Extreme,Extreme,Extreme,Extreme
threatbook,Extreme,Extreme,Extreme,Extreme
threatcrowd,Extreme,Extreme,Extreme,Extreme
threatcrowd_2,Extreme,Extreme,Extreme,Extreme
threatminer,Extreme,Extreme,Extreme,Extreme
throttle,Extreme,Extreme,Extreme,Extreme
TIER2-EXECUTION,Extreme,Extreme,Extreme,Extreme
TIMELINE,Extreme,Extreme,Extreme,Extreme
tlsx,Extreme,Extreme,Extreme,Extreme
tls_cert,Extreme,Extreme,Extreme,Extreme
tls_cert_1,Extreme,Extreme,Extreme,Extreme
tls_fingerprint,Extreme,Extreme,Extreme,Extreme
tool-checker,Extreme,Extreme,Extreme,Extreme
tool-responses,Extreme,Extreme,Extreme,Extreme
tool-runner,Extreme,Extreme,Extreme,Extreme
tools,Extreme,Extreme,Extreme,Extreme
tool_bridge,Extreme,Extreme,Extreme,Extreme
tool_browser,Extreme,Extreme,Extreme,Extreme
tool_chains,Extreme,Extreme,Extreme,Extreme
tool_health,Extreme,Extreme,Extreme,Extreme
tool_installer,Extreme,Extreme,Extreme,Extreme
tool_lessons,Extreme,Extreme,Extreme,Extreme
tool_registry,Extreme,Extreme,Extreme,Extreme
tool_result,Extreme,Extreme,Extreme,Extreme
tool_schemas,Extreme,Extreme,Extreme,Extreme
tool_versions,Extreme,Extreme,Extreme,Extreme
traffic_commands,Extreme,Extreme,Extreme,Extreme
traffic_view,Extreme,Extreme,Extreme,Extreme
train-archnet,Extreme,Extreme,Extreme,Extreme
training-data-2025-12-24T03-29-17-267Z,Extreme,Extreme,Extreme,Extreme
training-data-2025-12-24T03-31-48-760Z,Extreme,Extreme,Extreme,Extreme
training-data-2025-12-24T04-13-25-236Z,Extreme,Extreme,Extreme,Extreme
training-data-2025-12-24T04-32-35-147Z,Extreme,Extreme,Extreme,Extreme
training-data-2025-12-24T04-43-48-405Z,Extreme,Extreme,Extreme,Extreme
transform,Extreme,Extreme,Extreme,Extreme
transform_test,Extreme,Extreme,Extreme,Extreme
transparentbanner,Extreme,Extreme,Extreme,Extreme
triage,Extreme,Extreme,Extreme,Extreme
triage-results,Extreme,Extreme,Extreme,Extreme
triage-rubric,Extreme,Extreme,Extreme,Extreme
triage-summary,Extreme,Extreme,Extreme,Extreme
triage_sample,Extreme,Extreme,Extreme,Extreme
tshark,Extreme,Extreme,Extreme,Extreme
tshark_engine,Extreme,Extreme,Extreme,Extreme
txt,Extreme,Extreme,Extreme,Extreme
txt_1,Extreme,Extreme,Extreme,Extreme
type,Extreme,Extreme,Extreme,Extreme
types_1,Extreme,Extreme,Extreme,Extreme
types_2,Extreme,Extreme,Extreme,Extreme
types_6,Extreme,Extreme,Extreme,Extreme
types_9,Extreme,Extreme,Extreme,Extreme
unauthed-findings,Extreme,Extreme,Extreme,Extreme
unauthed-findings_1,Extreme,Extreme,Extreme,Extreme
url,Extreme,Extreme,Extreme,Extreme
urlscan_2,Extreme,Extreme,Extreme,Extreme
uv_1,Extreme,Extreme,Extreme,Extreme
validate_2,Extreme,Extreme,Extreme,Extreme
validator,Extreme,Extreme,Extreme,Extreme
vars,Extreme,Extreme,Extreme,Extreme
vault,Extreme,Extreme,Extreme,Extreme
version,Extreme,Extreme,Extreme,Extreme
viewport,Extreme,Extreme,Extreme,Extreme
virtual-host-enumeration,Extreme,Extreme,Extreme,Extreme
virustotal,Extreme,Extreme,Extreme,Extreme
virustotal_1,Extreme,Extreme,Extreme,Extreme
virustotal_3,Extreme,Extreme,Extreme,Extreme
viz,Extreme,Extreme,Extreme,Extreme
vuln-hypothesizer,Extreme,Extreme,Extreme,Extreme
vuln-scanner,Extreme,Extreme,Extreme,Extreme
vuln-ssrf,Extreme,Extreme,Extreme,Extreme
vuln-ssrf_2,Extreme,Extreme,Extreme,Extreme
vulnerability_concepts,Extreme,Extreme,Extreme,Extreme
vuln_analysis,Extreme,Extreme,Extreme,Extreme
waybackarchive,Extreme,Extreme,Extreme,Extreme
waybackurls_2,Extreme,Extreme,Extreme,Extreme
wayback_1,Extreme,Extreme,Extreme,Extreme
waymore,Extreme,Extreme,Extreme,Extreme
web,Medium,Medium,Medium,Medium
web-app-quick,Extreme,Extreme,Extreme,Extreme
web-hunter,Extreme,Extreme,Extreme,Extreme
webhook-reporter,Extreme,Extreme,Extreme,Extreme
webshell-management,Extreme,Extreme,Extreme,Extreme
websocket,Extreme,Extreme,Extreme,Extreme
web_agent,Extreme,Extreme,Extreme,Extreme
web_assets,Extreme,Extreme,Extreme,Extreme
web_cache_deception,Extreme,Extreme,Extreme,Extreme
web_enum,Extreme,Extreme,Extreme,Extreme
web_pipeline,Extreme,Extreme,Extreme,Extreme
web_recon,Extreme,Extreme,Extreme,Extreme
whoisxmlapi,Extreme,Extreme,Extreme,Extreme
whois_lookup,Extreme,Extreme,Extreme,Extreme
wildcard_detector,Extreme,Extreme,Extreme,Extreme
windvane,Extreme,Extreme,Extreme,Extreme
wireless-pentester,Extreme,Extreme,Extreme,Extreme
workflow_builder,Extreme,Extreme,Extreme,Extreme
workflow_definitions,Extreme,Extreme,Extreme,Extreme
workflow_planner,Extreme,Extreme,Extreme,Extreme
workflow_player,Extreme,Extreme,Extreme,Extreme
workflow_recorder,Extreme,Extreme,Extreme,Extreme
workflow_templates,Extreme,Extreme,Extreme,Extreme
workspaces_1,Extreme,Extreme,Extreme,Extreme
world-model,Extreme,Extreme,Extreme,Extreme
WorldModel,Extreme,Extreme,Extreme,Extreme
WorldModeltest,Extreme,Extreme,Extreme,Extreme
xbow-performance-comparison,Extreme,Extreme,Extreme,Extreme
xss,Extreme,Extreme,Extreme,Extreme
xss-validator-agent,Extreme,Extreme,Extreme,Extreme
xss_fuzz,Extreme,Extreme,Extreme,Extreme
xss_scan,Extreme,Extreme,Extreme,Extreme
zetalytics,Extreme,Extreme,Extreme,Extreme
zoomeyeapi,Extreme,Extreme,Extreme,Extreme
zoomeye_search,Extreme,Extreme,Extreme,Extreme
_11,Extreme,Extreme,Extreme,Extreme
_12,Extreme,Extreme,Extreme,Extreme
_15,Extreme,Extreme,Extreme,Extreme
_scope-guard,Extreme,Extreme,Extreme,Extreme
__init___105,Extreme,Extreme,Extreme,Extreme
__init___106,Extreme,Extreme,Extreme,Extreme
__init___107,Extreme,Extreme,Extreme,Extreme
__init___117,Extreme,Extreme,Extreme,Extreme
__init___121,Extreme,Extreme,Extreme,Extreme
__init___122,Extreme,Extreme,Extreme,Extreme
__init___129,Extreme,Extreme,Extreme,Extreme
__init___135,Extreme,Extreme,Extreme,Extreme
__init___148,Extreme,Extreme,Extreme,Extreme
__init___149,Extreme,Extreme,Extreme,Extreme
__init___156,Extreme,Extreme,Extreme,Extreme
__init___218,Extreme,Extreme,Extreme,Extreme
__init___30,Extreme,Extreme,Extreme,Extreme
__init___33,Extreme,Extreme,Extreme,Extreme
__init___35,Extreme,Extreme,Extreme,Extreme
__init___36,Extreme,Extreme,Extreme,Extreme
__init___37,Extreme,Extreme,Extreme,Extreme
__init___54,Extreme,Extreme,Extreme,Extreme
__main___1,Extreme,Extreme,Extreme,Extreme
vuln-authz_1,Extreme,Extreme,Extreme,Extreme
vuln-auth_1,Extreme,Extreme,Extreme,Extreme
vuln-injection_1,Extreme,Extreme,Extreme,Extreme
exploit,Extreme,Extreme,Extreme,Extreme
exploit-injection_2,Extreme,Extreme,Extreme,Extreme
vulns,Medium,Medium,Medium,Medium
vuln_correlator,Extreme,Extreme,Extreme,Extreme
vuln_pipeline,Extreme,Extreme,Extreme,Extreme
vuln_scanner_agent,Extreme,Extreme,Extreme,Extreme
API,Extreme,Extreme,Extreme,Extreme
INSTALL,Extreme,Extreme,Extreme,Extreme
sqlmap,Extreme,Extreme,Extreme,Extreme
summary,Extreme,Extreme,Extreme,Extreme
