Plugin,Category,Repository,FileCount,Status,Notes
test_auth_profiles_smoke,recon,test_auth_profiles_smoke,4,STUB,Placeholder code detected
test_auth_profile_cli,recon,test_auth_profile_cli,2,STUB,Placeholder code detected
test_auth_runner,recon,test_auth_runner,2,STUB,Placeholder code detected
test_auth_scan_e2e_smoke,recon,test_auth_scan_e2e_smoke,4,STUB,Placeholder code detected
test_auth_session,recon,test_auth_session,4,STUB,Placeholder code detected
test_auth_session_bearer_flow,recon,test_auth_session_bearer_flow,4,STUB,Placeholder code detected
test_backend_interface,recon,test_backend_interface,2,STUB,Placeholder code detected
test_base_agent_coverage,recon,test_base_agent_coverage,2,STUB,Placeholder code detected
test_benchmarks_scoring_common,recon,test_benchmarks_scoring_common,2,STUB,Placeholder code detected
test_browser_agent,recon,test_browser_agent,2,STUB,Placeholder code detected
test_browser_agent_e2e_smoke,recon,test_browser_agent_e2e_smoke,4,STUB,Placeholder code detected
test_browser_crawler,recon,test_browser_crawler,4,STUB,Placeholder code detected
test_cache,recon,test_cache,2,STUB,Placeholder code detected
test_chain,recon,test_chain,2,STUB,Placeholder code detected
test_chain_quality,recon,test_chain_quality,2,STUB,Placeholder code detected
test_checkpoint,recon,test_checkpoint,4,STUB,Placeholder code detected
test_ci_mode,recon,test_ci_mode,4,STUB,Placeholder code detected
test_cli,recon,test_cli,4,STUB,Placeholder code detected
test_cli_auth_coverage,recon,test_cli_auth_coverage,4,STUB,Placeholder code detected
test_cli_vps_count,recon,test_cli_vps_count,2,STUB,Placeholder code detected
test_common,recon,test_common,4,STUB,Placeholder code detected
test_config,recon,test_config,2,STUB,Placeholder code detected
test_connection,recon,test_connection,2,STUB,Placeholder code detected
test_controller,recon,test_controller,2,STUB,Placeholder code detected
test_core,recon,test_core,2,STUB,Placeholder code detected
test_cost_tracker,recon,test_cost_tracker,2,STUB,Placeholder code detected
test_csrf_auth_e2e_smoke,recon,test_csrf_auth_e2e_smoke,4,STUB,Placeholder code detected
test_dashboard,recon,test_dashboard,4,STUB,Placeholder code detected
test_dedup,recon,test_dedup,2,STUB,Placeholder code detected
test_dns_resolver_auto,recon,test_dns_resolver_auto,4,STUB,Placeholder code detected
test_e2e_probes,recon,test_e2e_probes,4,STUB,Placeholder code detected
test_engagement_lifecycle_e2e,recon,test_engagement_lifecycle_e2e,4,STUB,Placeholder code detected
test_ensure_webs_all,recon,test_ensure_webs_all,2,STUB,Placeholder code detected
test_events,recon,test_events,2,STUB,Placeholder code detected
test_evidence,recon,test_evidence,2,STUB,Placeholder code detected
test_evidence_contract,recon,test_evidence_contract,4,STUB,Placeholder code detected
test_exec_context,recon,test_exec_context,2,STUB,Placeholder code detected
test_exports,recon,test_exports,4,STUB,Placeholder code detected
test_export_cli,recon,test_export_cli,4,STUB,Placeholder code detected
test_file_transfer,recon,test_file_transfer,2,STUB,Placeholder code detected
test_full_flow,recon,test_full_flow,4,STUB,Placeholder code detected
test_full_workflow,recon,test_full_workflow,2,STUB,Placeholder code detected
test_handlers_misc,recon,test_handlers_misc,2,STUB,Placeholder code detected
test_handler_meta,recon,test_handler_meta,4,STUB,Placeholder code detected
test_handler_web_probes,recon,test_handler_web_probes,2,STUB,Placeholder code detected
test_hitl_coverage,recon,test_hitl_coverage,2,STUB,Placeholder code detected
test_injection,recon,test_injection,2,STUB,Placeholder code detected
test_install_planner,recon,test_install_planner,2,STUB,Placeholder code detected
test_install_preferences,recon,test_install_preferences,2,STUB,Placeholder code detected
test_integration,recon,test_integration,2,STUB,Placeholder code detected
test_integration_dvwa,recon,test_integration_dvwa,4,STUB,Placeholder code detected
test_juiceshop_e2e_smoke,recon,test_juiceshop_e2e_smoke,4,STUB,Placeholder code detected
test_langfuse,recon,test_langfuse,2,STUB,Placeholder code detected
test_langfuse_1,recon,test_langfuse_1,2,STUB,Placeholder code detected
test_legacy_probe_migration,recon,test_legacy_probe_migration,2,STUB,Placeholder code detected
test_list_targets,recon,test_list_targets,2,STUB,Placeholder code detected
test_llm,recon,test_llm,2,STUB,Placeholder code detected
test_llm_e2e_smoke,recon,test_llm_e2e_smoke,2,STUB,Placeholder code detected
test_llm_redteam,recon,test_llm_redteam,4,STUB,Placeholder code detected
test_mcp_action_surface,recon,test_mcp_action_surface,2,STUB,Placeholder code detected
test_mcp_auth_profile,recon,test_mcp_auth_profile,4,STUB,Placeholder code detected
test_mcp_auth_session_reuse,recon,test_mcp_auth_session_reuse,2,STUB,Placeholder code detected
test_mcp_client_and_hitl,recon,test_mcp_client_and_hitl,2,STUB,Placeholder code detected
test_mcp_honeypot_e2e,recon,test_mcp_honeypot_e2e,2,STUB,Placeholder code detected
test_mcp_security_tools,recon,test_mcp_security_tools,2,STUB,Placeholder code detected
test_mcp_server,recon,test_mcp_server,2,STUB,Placeholder code detected
test_mcp_server_coverage,recon,test_mcp_server_coverage,4,STUB,Placeholder code detected
test_mcp_setup,recon,test_mcp_setup,2,STUB,Placeholder code detected
test_misc_coverage,recon,test_misc_coverage,2,STUB,Placeholder code detected
test_mobile_agent_e2e_smoke,recon,test_mobile_agent_e2e_smoke,2,STUB,Placeholder code detected
test_monitor,recon,test_monitor,4,STUB,Placeholder code detected
test_monitor_mode,recon,test_monitor_mode,4,STUB,Placeholder code detected
test_new_high_roi_probes,recon,test_new_high_roi_probes,2,STUB,Placeholder code detected
test_new_tool_integrations,recon,test_new_tool_integrations,4,STUB,Placeholder code detected
test_observation_normalization,recon,test_observation_normalization,2,STUB,Placeholder code detected
test_os_execution,recon,test_os_execution,2,STUB,Placeholder code detected
test_output_parser,recon,test_output_parser,2,STUB,Placeholder code detected
test_parallel,recon,test_parallel,2,STUB,Placeholder code detected
test_payload_library,recon,test_payload_library,2,STUB,Placeholder code detected
test_perf_profile,recon,test_perf_profile,2,STUB,Placeholder code detected
test_permutation_wordlist_select,recon,test_permutation_wordlist_select,2,STUB,Placeholder code detected
test_phase6,recon,test_phase6,4,STUB,Placeholder code detected
test_playbook,recon,test_playbook,2,STUB,Placeholder code detected
test_plugin_loader,recon,test_plugin_loader,2,STUB,Placeholder code detected
test_primitives_evidence_capture,recon,test_primitives_evidence_capture,2,STUB,Placeholder code detected
test_probe_asset_secrets,recon,test_probe_asset_secrets,4,STUB,Placeholder code detected
test_probe_business_logic_fuzz,recon,test_probe_business_logic_fuzz,2,STUB,Placeholder code detected
test_probe_captcha_replay,recon,test_probe_captcha_replay,2,STUB,Placeholder code detected
test_probe_cors_reflection,recon,test_probe_cors_reflection,2,STUB,Placeholder code detected
test_probe_coupon_forging,recon,test_probe_coupon_forging,2,STUB,Placeholder code detected
test_probe_crawler,recon,test_probe_crawler,4,STUB,Placeholder code detected
test_probe_cve_poc,recon,test_probe_cve_poc,2,STUB,Placeholder code detected
test_probe_deserialization,recon,test_probe_deserialization,2,STUB,Placeholder code detected
test_probe_dom_xss,recon,test_probe_dom_xss,2,STUB,Placeholder code detected
test_probe_exif_metadata,recon,test_probe_exif_metadata,4,STUB,Placeholder code detected
test_probe_file_upload_validation,recon,test_probe_file_upload_validation,2,STUB,Placeholder code detected
test_probe_forced_error,recon,test_probe_forced_error,2,STUB,Placeholder code detected
test_probe_graphql_introspection,recon,test_probe_graphql_introspection,2,STUB,Placeholder code detected
test_probe_hidden_discovery,recon,test_probe_hidden_discovery,2,STUB,Placeholder code detected
test_probe_host_header_reset_poisoning,recon,test_probe_host_header_reset_poisoning,2,STUB,Placeholder code detected
test_probe_idor_authenticated,recon,test_probe_idor_authenticated,2,STUB,Placeholder code detected
test_probe_idor_authz_differential,recon,test_probe_idor_authz_differential,2,STUB,Placeholder code detected
test_probe_idor_sequential,recon,test_probe_idor_sequential,2,STUB,Placeholder code detected
test_probe_ldap_injection,recon,test_probe_ldap_injection,2,STUB,Placeholder code detected
test_probe_leaked_credentials,recon,test_probe_leaked_credentials,4,STUB,Placeholder code detected
test_probe_mass_assignment,recon,test_probe_mass_assignment,2,STUB,Placeholder code detected
test_probe_nosql_fuzz,recon,test_probe_nosql_fuzz,4,STUB,Placeholder code detected
test_probe_oauth_pkce_downgrade,recon,test_probe_oauth_pkce_downgrade,4,STUB,Placeholder code detected
test_probe_path_traversal,recon,test_probe_path_traversal,2,STUB,Placeholder code detected
test_probe_primitives,recon,test_probe_primitives,2,STUB,Placeholder code detected
test_probe_prototype_pollution,recon,test_probe_prototype_pollution,2,STUB,Placeholder code detected
test_probe_race_condition,recon,test_probe_race_condition,2,STUB,Placeholder code detected
test_probe_reflected_xss,recon,test_probe_reflected_xss,2,STUB,Placeholder code detected
test_probe_registry,recon,test_probe_registry,2,STUB,Placeholder code detected
test_probe_response_headers,recon,test_probe_response_headers,2,STUB,Placeholder code detected
test_probe_sqli_fuzz,recon,test_probe_sqli_fuzz,4,STUB,Placeholder code detected
test_probe_ssti_fuzz,recon,test_probe_ssti_fuzz,4,STUB,Placeholder code detected
test_probe_ssti_polyglot,recon,test_probe_ssti_polyglot,2,STUB,Placeholder code detected
test_probe_ssti_stored,recon,test_probe_ssti_stored,2,STUB,Placeholder code detected
test_probe_stored_xss,recon,test_probe_stored_xss,2,STUB,Placeholder code detected
test_probe_web3,recon,test_probe_web3,2,STUB,Placeholder code detected
test_probe_web_cache_deception,recon,test_probe_web_cache_deception,2,STUB,Placeholder code detected
test_probe_xss_fuzz,recon,test_probe_xss_fuzz,4,STUB,Placeholder code detected
test_probe_xxe_upload,recon,test_probe_xxe_upload,2,STUB,Placeholder code detected
test_process_registry,recon,test_process_registry,2,STUB,Placeholder code detected
test_profile_migration,recon,test_profile_migration,2,STUB,Placeholder code detected
test_providers,recon,test_providers,2,STUB,Placeholder code detected
test_registry_bridge,recon,test_registry_bridge,2,STUB,Placeholder code detected
test_registry_coverage,recon,test_registry_coverage,4,STUB,Placeholder code detected
test_registry_extended,recon,test_registry_extended,4,STUB,Placeholder code detected
test_reporting,recon,test_reporting,4,STUB,Placeholder code detected
test_report_only,recon,test_report_only,4,STUB,Placeholder code detected
test_resolvers_external,recon,test_resolvers_external,4,STUB,Placeholder code detected
test_resolvers_hardening,recon,test_resolvers_hardening,4,STUB,Placeholder code detected
test_resolver_env,recon,test_resolver_env,2,STUB,Placeholder code detected
test_sanitize,recon,test_sanitize,4,STUB,Placeholder code detected
test_scanners,recon,test_scanners,4,STUB,Placeholder code detected
test_scope,recon,test_scope,2,STUB,Placeholder code detected
test_secure_credential,recon,test_secure_credential,2,STUB,Placeholder code detected
test_session,recon,test_session,2,STUB,Placeholder code detected
test_severity_calibration,recon,test_severity_calibration,2,STUB,Placeholder code detected
test_shell_syntax,recon,test_shell_syntax,4,STUB,Placeholder code detected
test_smoke,recon,test_smoke,4,STUB,Placeholder code detected
test_spa_probes,recon,test_spa_probes,2,STUB,Placeholder code detected
test_specialist_agents_coverage,recon,test_specialist_agents_coverage,2,STUB,Placeholder code detected
test_stage1,recon,test_stage1,2,STUB,Placeholder code detected
test_stage121_integration,recon,test_stage121_integration,4,STUB,Placeholder code detected
test_stage122_integration,recon,test_stage122_integration,4,STUB,Placeholder code detected
test_stage123_integration,recon,test_stage123_integration,4,STUB,Placeholder code detected
test_stage13_orchestration,recon,test_stage13_orchestration,4,STUB,Placeholder code detected
test_stage14_tui,recon,test_stage14_tui,4,STUB,Placeholder code detected
test_stage15_plugins,recon,test_stage15_plugins,4,STUB,Placeholder code detected
test_stage181_burp,recon,test_stage181_burp,4,STUB,Placeholder code detected
test_stage182_traffic,recon,test_stage182_traffic,4,STUB,Placeholder code detected
test_stage19_plugins,recon,test_stage19_plugins,4,STUB,Placeholder code detected
test_stage2,recon,test_stage2,2,STUB,Placeholder code detected
test_stage20_services,recon,test_stage20_services,4,STUB,Placeholder code detected
test_stage2_integration,recon,test_stage2_integration,2,STUB,Placeholder code detected
test_stealth_crawler,recon,test_stealth_crawler,4,STUB,Placeholder code detected
test_subdomains_asn,recon,test_subdomains_asn,4,STUB,Placeholder code detected
test_subdomains_filtering,recon,test_subdomains_filtering,4,STUB,Placeholder code detected
test_sub_tls_no_match,recon,test_sub_tls_no_match,4,STUB,Placeholder code detected
test_target_expander,recon,test_target_expander,2,STUB,Placeholder code detected
test_terminal_output_modes,recon,test_terminal_output_modes,4,STUB,Placeholder code detected
test_tool_bridge,recon,test_tool_bridge,2,STUB,Placeholder code detected
test_tool_bridge_e2e,recon,test_tool_bridge_e2e,2,STUB,Placeholder code detected
test_tool_installer,recon,test_tool_installer,2,STUB,Placeholder code detected
test_tool_installer_coverage,recon,test_tool_installer_coverage,2,STUB,Placeholder code detected
test_tool_installer_extended,recon,test_tool_installer_extended,4,STUB,Placeholder code detected
test_tool_result_persistence,recon,test_tool_result_persistence,2,STUB,Placeholder code detected
test_tracing_and_telemetry,recon,test_tracing_and_telemetry,2,STUB,Placeholder code detected
test_tracing_coverage,recon,test_tracing_coverage,2,STUB,Placeholder code detected
test_trigger_system,recon,test_trigger_system,2,STUB,Placeholder code detected
test_ui_snapshots,recon,test_ui_snapshots,4,STUB,Placeholder code detected
test_utils,recon,test_utils,4,STUB,Placeholder code detected
test_validation,recon,test_validation,4,STUB,Placeholder code detected
test_verbosity,recon,test_verbosity,2,STUB,Placeholder code detected
test_vps_count_cli,recon,test_vps_count_cli,4,STUB,Placeholder code detected
test_webprobe_full_formats,recon,test_webprobe_full_formats,4,STUB,Placeholder code detected
test_web_agent_crawl_inject,recon,test_web_agent_crawl_inject,4,STUB,Placeholder code detected
test_web_agent_set_auth,recon,test_web_agent_set_auth,2,STUB,Placeholder code detected
test_working_memory,recon,test_working_memory,2,STUB,Placeholder code detected
thanks,recon,THANKS,4,STUB,Placeholder code detected
thc,recon,thc,5,STUB,Placeholder code detected
theharvester,recon,theharvester,4,STUB,Placeholder code detected
threat-modeler,recon,threat-modeler,4,STUB,Placeholder code detected
threatbook,recon,threatbook,5,STUB,Placeholder code detected
threatcrowd,recon,threatcrowd,5,STUB,Placeholder code detected
threatcrowd_2,recon,threatcrowd_2,5,STUB,Placeholder code detected
threatminer,recon,threatminer,5,STUB,Placeholder code detected
throttle,recon,throttle,2,STUB,Placeholder code detected
tier2-execution,recon,TIER2-EXECUTION,4,STUB,Placeholder code detected
timeline,recon,TIMELINE,4,STUB,Placeholder code detected
tlsx,recon,tlsx,4,STUB,Placeholder code detected
tls_cert,recon,tls_cert,5,STUB,Placeholder code detected
tls_cert_1,recon,tls_cert_1,5,STUB,Placeholder code detected
tls_fingerprint,recon,tls_fingerprint,2,STUB,Placeholder code detected
tmux_manager,recon,tmux_manager,2,STUB,Placeholder code detected
tool-checker,recon,tool-checker,5,STUB,Placeholder code detected
tool-responses,recon,tool-responses,2,STUB,Placeholder code detected
tool-runner,recon,tool-runner,5,STUB,Placeholder code detected
tools,recon,tools,4,STUB,Placeholder code detected
tools_commands,recon,tools_commands,2,STUB,Placeholder code detected
tooltipcpython-313,recon,tooltipcpython-313,2,STUB,Placeholder code detected
tool_bridge,recon,tool_bridge,2,STUB,Placeholder code detected
tool_browser,recon,tool_browser,4,STUB,Placeholder code detected
tool_chains,recon,tool_chains,4,STUB,Placeholder code detected
tool_error_middleware,recon,tool_error_middleware,2,STUB,Placeholder code detected
tool_error_middleware_test,recon,tool_error_middleware_test,2,STUB,Placeholder code detected
tool_health,recon,tool_health,2,STUB,Placeholder code detected
tool_installer,recon,tool_installer,4,STUB,Placeholder code detected
tool_invoke_notify,recon,tool_invoke_notify,2,STUB,Placeholder code detected
tool_lessons,recon,tool_lessons,4,STUB,Placeholder code detected
tool_registry,recon,tool_registry,4,STUB,Placeholder code detected
tool_result,recon,tool_result,4,STUB,Placeholder code detected
tool_schemas,recon,tool_schemas,4,STUB,Placeholder code detected
tool_versions,recon,tool_versions,4,STUB,Placeholder code detected
totp-validator,recon,totp-validator,2,STUB,Placeholder code detected
tracer,recon,tracer,2,STUB,Placeholder code detected
tracing,recon,tracing,2,STUB,Placeholder code detected
traffic_commands,recon,traffic_commands,4,STUB,Placeholder code detected
traffic_parser,recon,traffic_parser,2,STUB,Placeholder code detected
traffic_view,recon,traffic_view,4,STUB,Placeholder code detected
train-archnet,recon,train-archnet,2,STUB,Placeholder code detected
train-filternet,recon,train-filternet,2,STUB,Placeholder code detected
train-simple,recon,train-simple,2,STUB,Placeholder code detected
training-data-2025-12-24t03-29-17-267z,recon,training-data-2025-12-24T03-29-17-267Z,4,STUB,Placeholder code detected
training-data-2025-12-24t03-31-48-760z,recon,training-data-2025-12-24T03-31-48-760Z,2,STUB,Placeholder code detected
training-data-2025-12-24t04-13-25-236z,recon,training-data-2025-12-24T04-13-25-236Z,2,STUB,Placeholder code detected
training-data-2025-12-24t04-32-35-147z,recon,training-data-2025-12-24T04-32-35-147Z,2,STUB,Placeholder code detected
training-data-2025-12-24t04-43-48-405z,recon,training-data-2025-12-24T04-43-48-405Z,2,STUB,Placeholder code detected
transform,recon,transform,5,STUB,Placeholder code detected
transform_test,recon,transform_test,5,STUB,Placeholder code detected
transparentbanner,recon,transparentbanner,4,STUB,Placeholder code detected
triage,recon,triage,4,STUB,Placeholder code detected
triage-results,recon,triage-results,2,STUB,Placeholder code detected
triage-rubric,recon,triage-rubric,2,STUB,Placeholder code detected
triage-summary,recon,triage-summary,2,STUB,Placeholder code detected
triage_sample,recon,triage_sample,2,STUB,Placeholder code detected
trigger_system,recon,trigger_system,2,STUB,Placeholder code detected
trivy,recon,trivy,2,STUB,Placeholder code detected
troubleshooting,recon,TROUBLESHOOTING,2,STUB,Placeholder code detected
truncate,recon,truncate,2,STUB,Placeholder code detected
truncate_test,recon,truncate_test,2,STUB,Placeholder code detected
trusted_header_bypass,recon,trusted_header_bypass,2,STUB,Placeholder code detected
tsconfig,recon,tsconfig,2,STUB,Placeholder code detected
tsconfigbase,recon,tsconfigbase,2,STUB,Placeholder code detected
tsconfig_1,recon,tsconfig_1,2,STUB,Placeholder code detected
tsdownconfig,recon,tsdownconfig,2,STUB,Placeholder code detected
tshark,recon,tshark,4,STUB,Placeholder code detected
tshark_engine,recon,tshark_engine,4,STUB,Placeholder code detected
tui,recon,tui,2,STUB,Placeholder code detected
turbo,recon,turbo,2,STUB,Placeholder code detected
txt,recon,txt,5,STUB,Placeholder code detected
txt_1,recon,txt_1,5,STUB,Placeholder code detected
type,recon,type,5,STUB,Placeholder code detected
types,recon,types,2,STUB,Placeholder code detected
types_1,recon,types_1,5,STUB,Placeholder code detected
types_2,recon,types_2,2,STUB,Placeholder code detected
types_6,recon,types_6,2,STUB,Placeholder code detected
types_7,recon,types_7,2,STUB,Placeholder code detected
types_9,recon,types_9,5,STUB,Placeholder code detected
unauthed-decision-log,recon,unauthed-decision-log,2,STUB,Placeholder code detected
unauthed-findings,recon,unauthed-findings,4,STUB,Placeholder code detected
unauthed-findings_1,recon,unauthed-findings_1,4,STUB,Placeholder code detected
update,recon,update,2,STUB,Placeholder code detected
upgrade,recon,upgrade,2,STUB,Placeholder code detected
url,recon,url,5,STUB,Placeholder code detected
urlscan,recon,urlscan,2,STUB,Placeholder code detected
urlscan_2,recon,urlscan_2,5,STUB,Placeholder code detected
utils,recon,utils,6,STUB,Placeholder code detected
utils_2,recon,utils_2,2,STUB,Placeholder code detected
uv_1,recon,uv_1,4,STUB,Placeholder code detected
validate,recon,validate,2,STUB,Placeholder code detected
validate-authentication,recon,validate-authentication,2,STUB,Placeholder code detected
validate_2,recon,validate_2,5,STUB,Placeholder code detected
validation-harness,recon,validation-harness,2,STUB,Placeholder code detected
validator,recon,validator,2,STUB,Placeholder code detected
validatorcpython-313,recon,validatorcpython-313,2,STUB,Placeholder code detected
vars,recon,vars,2,STUB,Placeholder code detected
vault,recon,vault,4,STUB,Placeholder code detected
version,recon,version,2,STUB,Placeholder code detected
viewport,recon,viewport,1,BROKEN,SyntaxError
virtual-host-enumeration,recon,virtual-host-enumeration,4,STUB,Placeholder code detected
virustotal,recon,virustotal,5,STUB,Placeholder code detected
virustotal_1,recon,virustotal_1,5,STUB,Placeholder code detected
virustotal_3,recon,virustotal_3,5,STUB,Placeholder code detected
viz,recon,viz,5,STUB,Placeholder code detected
volatility3,recon,volatility3,2,STUB,Placeholder code detected
wayback,recon,wayback,2,STUB,Placeholder code detected
waybackarchive,recon,waybackarchive,5,STUB,Placeholder code detected
waybackurls,recon,waybackurls,2,STUB,Placeholder code detected
waybackurls_2,recon,waybackurls_2,4,STUB,Placeholder code detected
wayback_1,recon,wayback_1,5,STUB,Placeholder code detected
waymore,recon,waymore,4,STUB,Placeholder code detected
web,recon,web,5,STUB,Placeholder code detected
web-app-quick,recon,web-app-quick,4,STUB,Placeholder code detected
web-hunter,recon,web-hunter,4,STUB,Placeholder code detected
web3_probe,recon,web3_probe,2,STUB,Placeholder code detected
webhook-reporter,recon,webhook-reporter,2,STUB,Placeholder code detected
webhooks,recon,webhooks,2,STUB,Placeholder code detected
webshell,recon,webshell,2,STUB,Placeholder code detected
webshell-management,recon,webshell-management,4,STUB,Placeholder code detected
webshell_context,recon,webshell_context,2,STUB,Placeholder code detected
webshell_context_test,recon,webshell_context_test,2,STUB,Placeholder code detected
webshell_probe,recon,webshell_probe,2,STUB,Placeholder code detected
websocket,recon,websocket,2,STUB,Placeholder code detected
web_agent,recon,web_agent,4,STUB,Placeholder code detected
web_assets,recon,web_assets,1,BROKEN,SyntaxError
web_cache_deception,recon,web_cache_deception,4,STUB,Placeholder code detected
web_enum,recon,web_enum,2,STUB,Placeholder code detected
web_intelligence_view,recon,web_intelligence_view,2,STUB,Placeholder code detected
web_parser,recon,web_parser,2,STUB,Placeholder code detected
web_pipeline,recon,web_pipeline,4,STUB,Placeholder code detected
web_probes,recon,web_probes,2,STUB,Placeholder code detected
web_recon,recon,web_recon,3,BROKEN,SyntaxError
wechat,recon,wechat,2,STUB,Placeholder code detected
wechat-robot,recon,wechat-robot,2,STUB,Placeholder code detected
wechat_robot,recon,wechat_robot,2,STUB,Placeholder code detected
whatweb,recon,whatweb,4,STUB,Placeholder code detected
whatweb_2,recon,whatweb_2,2,STUB,Placeholder code detected
whois,recon,whois,3,BROKEN,SyntaxError
whoisxmlapi,recon,whoisxmlapi,5,STUB,Placeholder code detected
whois_lookup,recon,whois_lookup,4,STUB,Placeholder code detected
wildcard_detector,recon,wildcard_detector,4,STUB,Placeholder code detected
windvane,recon,windvane,5,STUB,Placeholder code detected
winrm-detection,recon,winrm-detection,2,STUB,Placeholder code detected
wireless-pentester,recon,wireless-pentester,4,STUB,Placeholder code detected
wireless_agent,recon,wireless_agent,2,STUB,Placeholder code detected
wordlist,recon,wordlist,2,STUB,Placeholder code detected
wordlist_test,recon,wordlist_test,2,STUB,Placeholder code detected
workflow-errors,recon,workflow-errors,2,STUB,Placeholder code detected
workflow-logger,recon,workflow-logger,2,STUB,Placeholder code detected
workflow_builder,recon,workflow_builder,4,STUB,Placeholder code detected
workflow_definitions,recon,workflow_definitions,4,STUB,Placeholder code detected
workflow_engine,recon,workflow_engine,2,STUB,Placeholder code detected
workflow_engine_1,recon,workflow_engine_1,2,STUB,Placeholder code detected
workflow_planner,recon,workflow_planner,4,STUB,Placeholder code detected
workflow_player,recon,workflow_player,2,STUB,Placeholder code detected
workflow_recorder,recon,workflow_recorder,2,STUB,Placeholder code detected
workflow_templates,recon,workflow_templates,4,STUB,Placeholder code detected
workspaces_1,recon,workspaces_1,2,STUB,Placeholder code detected
world-model,recon,world-model,4,STUB,Placeholder code detected
worldmodel,recon,WorldModel,5,STUB,Placeholder code detected
worldmodeltest,recon,WorldModeltest,5,STUB,Placeholder code detected
wpscan,recon,wpscan,2,STUB,Placeholder code detected
writer,recon,writer,2,STUB,Placeholder code detected
xbow-performance-comparison,recon,xbow-performance-comparison,4,STUB,Placeholder code detected
xss,recon,xss,2,STUB,Placeholder code detected
xss-validator-agent,recon,xss-validator-agent,5,STUB,Placeholder code detected
xss_fuzz,recon,xss_fuzz,4,STUB,Placeholder code detected
xss_scan,recon,xss_scan,1,BROKEN,SyntaxError
xxe_upload,recon,xxe_upload,2,STUB,Placeholder code detected
zap,recon,zap,2,STUB,Placeholder code detected
zetalytics,recon,zetalytics,5,STUB,Placeholder code detected
zoomeyeapi,recon,zoomeyeapi,5,STUB,Placeholder code detected
zoomeye_search,recon,zoomeye_search,4,STUB,Placeholder code detected
zsteg,recon,zsteg,2,STUB,Placeholder code detected
_11,recon,_11,4,STUB,Placeholder code detected
_12,recon,_12,4,STUB,Placeholder code detected
_13,recon,_13,2,STUB,Placeholder code detected
_14,recon,_14,2,STUB,Placeholder code detected
_15,recon,_15,4,STUB,Placeholder code detected
_rules_1,recon,_rules_1,2,STUB,Placeholder code detected
_scope-guard,recon,_scope-guard,4,STUB,Placeholder code detected
_target_1,recon,_target_1,2,STUB,Placeholder code detected
__init__cpython-313,recon,__init__cpython-313,2,STUB,Placeholder code detected
__init__cpython-313_1,recon,__init__cpython-313_1,2,STUB,Placeholder code detected
__init___105,recon,__init___105,4,STUB,Placeholder code detected
__init___106,recon,__init___106,4,STUB,Placeholder code detected
__init___107,recon,__init___107,4,STUB,Placeholder code detected
__init___109,recon,__init___109,2,STUB,Placeholder code detected
__init___11,recon,__init___11,2,STUB,Placeholder code detected
__init___112,recon,__init___112,2,STUB,Placeholder code detected
__init___115,recon,__init___115,2,STUB,Placeholder code detected
__init___116,recon,__init___116,2,STUB,Placeholder code detected
__init___117,recon,__init___117,4,STUB,Placeholder code detected
__init___121,recon,__init___121,4,STUB,Placeholder code detected
__init___122,recon,__init___122,4,STUB,Placeholder code detected
__init___129,recon,__init___129,4,STUB,Placeholder code detected
__init___135,recon,__init___135,2,STUB,Placeholder code detected
__init___141,recon,__init___141,2,STUB,Placeholder code detected
__init___142,recon,__init___142,2,STUB,Placeholder code detected
__init___144,recon,__init___144,2,STUB,Placeholder code detected
__init___146,recon,__init___146,2,STUB,Placeholder code detected
__init___147,recon,__init___147,2,STUB,Placeholder code detected
__init___148,recon,__init___148,4,STUB,Placeholder code detected
__init___149,recon,__init___149,4,STUB,Placeholder code detected
__init___153,recon,__init___153,2,STUB,Placeholder code detected
__init___156,recon,__init___156,4,STUB,Placeholder code detected
__init___17,recon,__init___17,2,STUB,Placeholder code detected
__init___201,recon,__init___201,2,STUB,Placeholder code detected
__init___202,recon,__init___202,2,STUB,Placeholder code detected
__init___203,recon,__init___203,2,STUB,Placeholder code detected
__init___205,recon,__init___205,2,STUB,Placeholder code detected
__init___207,recon,__init___207,2,STUB,Placeholder code detected
__init___211,recon,__init___211,2,STUB,Placeholder code detected
__init___212,recon,__init___212,2,STUB,Placeholder code detected
__init___213,recon,__init___213,2,STUB,Placeholder code detected
__init___214,recon,__init___214,2,STUB,Placeholder code detected
__init___215,recon,__init___215,2,STUB,Placeholder code detected
__init___216,recon,__init___216,2,STUB,Placeholder code detected
__init___217,recon,__init___217,2,STUB,Placeholder code detected
__init___218,recon,__init___218,2,STUB,Placeholder code detected
__init___219,recon,__init___219,2,STUB,Placeholder code detected
__init___22,recon,__init___22,2,STUB,Placeholder code detected
__init___224,recon,__init___224,2,STUB,Placeholder code detected
__init___231,recon,__init___231,2,STUB,Placeholder code detected
__init___28,recon,__init___28,2,STUB,Placeholder code detected
__init___29,recon,__init___29,2,STUB,Placeholder code detected
__init___30,recon,__init___30,4,STUB,Placeholder code detected
__init___31,recon,__init___31,2,STUB,Placeholder code detected
__init___33,recon,__init___33,4,STUB,Placeholder code detected
__init___34,recon,__init___34,2,STUB,Placeholder code detected
__init___35,recon,__init___35,2,STUB,Placeholder code detected
__init___36,recon,__init___36,4,STUB,Placeholder code detected
__init___37,recon,__init___37,4,STUB,Placeholder code detected
__init___38,recon,__init___38,2,STUB,Placeholder code detected
__init___43,recon,__init___43,2,STUB,Placeholder code detected
__init___50,recon,__init___50,2,STUB,Placeholder code detected
